nh,clust,Does_enterprise3_own_item
7,4779,1.74980057982641e+100
12,4779,2
13,4779,1
14,4779,2
14,4779,1.74980057982641e+100
16,4779,1.74980057982641e+100
19,4779,1
19,4779,1.74980057982641e+100
2,4782,1.74980057982641e+100
6,4782,1.74980057982641e+100
8,4782,1.74980057982641e+100
8,4782,1.74980057982641e+100
11,4782,1.74980057982641e+100
18,4782,1.74980057982641e+100
6,4785,1
6,4785,2
14,4785,1
19,4785,1.74980057982641e+100
20,4785,2
21,4785,1
22,4785,1
23,4785,2
4,4790,1.74980057982641e+100
8,4790,1.74980057982641e+100
9,4790,1.74980057982641e+100
19,4790,1.74980057982641e+100
4,4792,1.74980057982641e+100
6,4792,1.74980057982641e+100
7,4792,1
8,4792,1
12,4792,1.74980057982641e+100
17,4792,1.74980057982641e+100
17,4792,1.74980057982641e+100
17,4792,1.74980057982641e+100
18,4792,2
18,4792,1.74980057982641e+100
19,4792,1.74980057982641e+100
7,4795,1.74980057982641e+100
9,4795,1.74980057982641e+100
10,4795,1.74980057982641e+100
15,4795,1.74980057982641e+100
18,4795,1.74980057982641e+100
18,4795,1.74980057982641e+100
19,4795,1.74980057982641e+100
19,4795,1.74980057982641e+100
19,4795,1.74980057982641e+100
20,4795,1.74980057982641e+100
20,4795,1.74980057982641e+100
1,4799,1.74980057982641e+100
3,4799,1.74980057982641e+100
9,4799,1.74980057982641e+100
10,4799,1.74980057982641e+100
12,4799,1.74980057982641e+100
15,4799,1.74980057982641e+100
16,4799,1.74980057982641e+100
18,4799,1.74980057982641e+100
19,4799,1.74980057982641e+100
20,4799,1
3,4802,1.74980057982641e+100
6,4802,2
7,4802,2
11,4802,1.74980057982641e+100
20,4802,1.74980057982641e+100
3,4805,1.74980057982641e+100
6,4805,1.74980057982641e+100
7,4805,1.74980057982641e+100
10,4805,1.74980057982641e+100
14,4805,1.74980057982641e+100
16,4805,2
17,4805,1.74980057982641e+100
19,4805,1.74980057982641e+100
19,4805,1.74980057982641e+100
1,4809,1.74980057982641e+100
4,4809,1.74980057982641e+100
12,4809,1.74980057982641e+100
14,4809,1.74980057982641e+100
14,4809,1.74980057982641e+100
20,4809,1.74980057982641e+100
1,4812,1.74980057982641e+100
2,4812,1
8,4812,1.74980057982641e+100
12,4812,1.74980057982641e+100
14,4812,1.74980057982641e+100
16,4812,1.74980057982641e+100
16,4812,1.74980057982641e+100
16,4812,1.74980057982641e+100
18,4812,1.74980057982641e+100
18,4812,1.74980057982641e+100
18,4812,1.74980057982641e+100
3,4815,1
3,4815,1
3,4815,1.74980057982641e+100
3,4815,1.74980057982641e+100
5,4815,1
5,4815,1
7,4815,1
7,4815,1
8,4815,1.74980057982641e+100
8,4815,1.74980057982641e+100
8,4815,1
11,4815,1.74980057982641e+100
13,4815,1.74980057982641e+100
13,4815,1.74980057982641e+100
14,4815,1.74980057982641e+100
14,4815,1
16,4815,1.74980057982641e+100
16,4815,1
17,4815,1
20,4815,1.74980057982641e+100
20,4815,1.74980057982641e+100
20,4815,1.74980057982641e+100
14,4819,1.74980057982641e+100
1,4822,1.74980057982641e+100
1,4822,1.74980057982641e+100
5,4822,1.74980057982641e+100
7,4822,1.74980057982641e+100
5,4825,1
8,4825,2
11,4825,1.74980057982641e+100
11,4825,1.74980057982641e+100
13,4825,1
14,4825,1
15,4825,1.74980057982641e+100
15,4825,2
20,4825,2
2,4829,2
7,4829,1
8,4829,1.74980057982641e+100
3,4832,1
5,4832,2
9,4832,1
16,4832,2
2,4839,1.74980057982641e+100
14,4839,1.74980057982641e+100
19,4839,1
19,4839,1.74980057982641e+100
3,4842,1.74980057982641e+100
10,4842,1.74980057982641e+100
11,4842,2
13,4842,1.74980057982641e+100
20,4842,1
20,4842,2
1,4845,1
7,4845,1
10,4845,1.74980057982641e+100
12,4845,1
13,4845,1
13,4845,1
15,4845,1
20,4845,1
20,4845,1
25,4845,1.74980057982641e+100
11,4852,1.74980057982641e+100
12,4852,1.74980057982641e+100
12,4852,1.74980057982641e+100
12,4852,1.74980057982641e+100
14,4852,1.74980057982641e+100
14,4852,1.74980057982641e+100
18,4852,1.74980057982641e+100
18,4852,1.74980057982641e+100
20,4852,1.74980057982641e+100
20,4852,1.74980057982641e+100
1,4855,1.74980057982641e+100
2,4855,1.74980057982641e+100
3,4855,1.74980057982641e+100
7,4855,1.74980057982641e+100
8,4855,1.74980057982641e+100
8,4855,1.74980057982641e+100
9,4855,1.74980057982641e+100
9,4855,1.74980057982641e+100
11,4855,1.74980057982641e+100
19,4855,1.74980057982641e+100
2,4865,1.74980057982641e+100
13,4865,1.74980057982641e+100
3,4869,1.74980057982641e+100
9,4869,1.74980057982641e+100
12,4869,1.74980057982641e+100
20,4869,1.74980057982641e+100
4,4872,1.74980057982641e+100
18,4875,1.74980057982641e+100
18,4875,1.74980057982641e+100
18,4875,1.74980057982641e+100
15,4882,1.74980057982641e+100
15,4882,1.74980057982641e+100
19,4882,1.74980057982641e+100
1,4892,1.74980057982641e+100
2,4892,1.74980057982641e+100
4,4892,1.74980057982641e+100
4,4892,1.74980057982641e+100
7,4892,1.74980057982641e+100
8,4892,1.74980057982641e+100
8,4892,1.74980057982641e+100
12,4892,1.74980057982641e+100
13,4892,1.74980057982641e+100
13,4892,1.74980057982641e+100
14,4892,1.74980057982641e+100
16,4892,1.74980057982641e+100
16,4892,1.74980057982641e+100
18,4892,1.74980057982641e+100
18,4892,1.74980057982641e+100
18,4892,1.74980057982641e+100
18,4892,1.74980057982641e+100
19,4892,1.74980057982641e+100
3,4899,1.74980057982641e+100
6,4899,1.74980057982641e+100
1,4902,1.74980057982641e+100
2,4902,1.74980057982641e+100
6,4902,1.74980057982641e+100
10,4902,1.74980057982641e+100
11,4902,1.74980057982641e+100
18,4902,1.74980057982641e+100
19,4902,1.74980057982641e+100
9,4909,1.74980057982641e+100
16,4909,1.74980057982641e+100
1,4912,1.74980057982641e+100
3,4912,2
21,4912,1.74980057982641e+100
1,4922,1.74980057982641e+100
5,4922,1.74980057982641e+100
5,4922,1.74980057982641e+100
6,4922,1.74980057982641e+100
6,4922,1.74980057982641e+100
8,4922,1.74980057982641e+100
10,4922,1.74980057982641e+100
10,4922,1.74980057982641e+100
2,4929,1
2,4929,1.74980057982641e+100
2,4929,1
4,4929,1.74980057982641e+100
4,4929,1
6,4929,1.74980057982641e+100
7,4929,1.74980057982641e+100
8,4929,1.74980057982641e+100
8,4929,1
9,4929,1.74980057982641e+100
9,4929,1.74980057982641e+100
13,4929,1.74980057982641e+100
13,4929,1
15,4929,1.74980057982641e+100
16,4929,1.74980057982641e+100
16,4929,1.74980057982641e+100
17,4929,1.74980057982641e+100
19,4929,1.74980057982641e+100
19,4929,1
2,4932,1.74980057982641e+100
2,4932,1.74980057982641e+100
3,4932,1.74980057982641e+100
3,4932,1.74980057982641e+100
3,4932,1.74980057982641e+100
3,4932,1.74980057982641e+100
3,4932,1.74980057982641e+100
5,4932,2
5,4932,2
5,4932,1.74980057982641e+100
5,4932,1.74980057982641e+100
7,4932,1.74980057982641e+100
8,4932,1.74980057982641e+100
11,4932,1.74980057982641e+100
17,4932,1.74980057982641e+100
19,4932,1.74980057982641e+100
20,4932,1.74980057982641e+100
22,4932,1.74980057982641e+100
2,4935,1.74980057982641e+100
8,4935,1.74980057982641e+100
14,4935,1.74980057982641e+100
16,4935,1.74980057982641e+100
19,4935,1.74980057982641e+100
20,4935,1.74980057982641e+100
20,4935,1.74980057982641e+100
15,4939,1.74980057982641e+100
15,4939,1.74980057982641e+100
18,4939,2
20,4939,2
20,4939,1.74980057982641e+100
12,4949,1.74980057982641e+100
6,4952,1.74980057982641e+100
6,4952,1.74980057982641e+100
11,4952,1.74980057982641e+100
12,4952,1.74980057982641e+100
12,4952,1.74980057982641e+100
13,4952,1.74980057982641e+100
14,4952,1.74980057982641e+100
15,4952,1.74980057982641e+100
16,4952,1.74980057982641e+100
17,4952,1.74980057982641e+100
20,4952,1.74980057982641e+100
4,4959,1.74980057982641e+100
4,4959,1.74980057982641e+100
6,4959,1.74980057982641e+100
6,4959,1.74980057982641e+100
10,4959,1.74980057982641e+100
11,4959,1.74980057982641e+100
15,4959,1.74980057982641e+100
16,4959,1.74980057982641e+100
17,4959,1.74980057982641e+100
18,4959,1.74980057982641e+100
18,4959,2
20,4959,1.74980057982641e+100
20,4959,1.74980057982641e+100
20,4959,1.74980057982641e+100
21,4959,1.74980057982641e+100
21,4959,1.74980057982641e+100
21,4959,1.74980057982641e+100
10,4962,1.74980057982641e+100
1,4965,2
2,4965,1
2,4965,2
3,4965,1
4,4965,1.74980057982641e+100
4,4965,1.74980057982641e+100
6,4965,1.74980057982641e+100
7,4965,1
7,4965,2
8,4965,2
8,4965,2
10,4965,2
13,4965,1.74980057982641e+100
13,4965,1.74980057982641e+100
13,4965,1.74980057982641e+100
14,4965,1.74980057982641e+100
14,4965,1.74980057982641e+100
15,4965,1.74980057982641e+100
17,4965,1.74980057982641e+100
18,4965,1.74980057982641e+100
19,4965,1.74980057982641e+100
19,4965,1.74980057982641e+100
22,4965,1.74980057982641e+100
22,4965,1.74980057982641e+100
2,4969,1.74980057982641e+100
2,4969,1.74980057982641e+100
4,4969,1.74980057982641e+100
5,4969,1.74980057982641e+100
13,4969,1.74980057982641e+100
15,4969,1.74980057982641e+100
16,4969,1.74980057982641e+100
6,4972,2
7,4972,2
12,4972,1.74980057982641e+100
19,4972,2
19,4972,1.74980057982641e+100
20,4972,1.74980057982641e+100
2,4975,1.74980057982641e+100
2,4975,1
2,4975,1.74980057982641e+100
3,4975,1.74980057982641e+100
3,4975,2
5,4975,1
5,4975,1.74980057982641e+100
11,4975,1.74980057982641e+100
11,4975,1
11,4975,1.74980057982641e+100
13,4975,1.74980057982641e+100
13,4975,1.74980057982641e+100
14,4975,1.74980057982641e+100
18,4975,1.74980057982641e+100
19,4975,2
19,4975,1.74980057982641e+100
1,4979,1.74980057982641e+100
2,4979,1
3,4979,1.74980057982641e+100
3,4979,1.74980057982641e+100
3,4979,1.74980057982641e+100
3,4979,1.74980057982641e+100
4,4979,1.74980057982641e+100
6,4979,1.74980057982641e+100
6,4979,1.74980057982641e+100
6,4979,1.74980057982641e+100
6,4979,1.74980057982641e+100
6,4979,1.74980057982641e+100
7,4979,1.74980057982641e+100
9,4979,1
10,4979,1.74980057982641e+100
11,4979,1
11,4979,1.74980057982641e+100
12,4979,1.74980057982641e+100
14,4979,1.74980057982641e+100
18,4979,1.74980057982641e+100
19,4979,1.74980057982641e+100
19,4979,1
19,4979,1
19,4979,1.74980057982641e+100
19,4979,1
20,4979,1.74980057982641e+100
14,4982,1.74980057982641e+100
14,4982,1.74980057982641e+100
16,4982,1.74980057982641e+100
17,4982,1.74980057982641e+100
1,4985,1.74980057982641e+100
7,4985,1.74980057982641e+100
12,4985,1.74980057982641e+100
12,4985,1.74980057982641e+100
13,4985,1.74980057982641e+100
15,4985,1.74980057982641e+100
1,4989,1.74980057982641e+100
1,4989,1.74980057982641e+100
5,4989,1.74980057982641e+100
6,4992,1.74980057982641e+100
9,4992,1.74980057982641e+100
10,4992,1
11,4992,1.74980057982641e+100
12,4992,1.74980057982641e+100
14,4992,1.74980057982641e+100
2,4995,2
2,4995,1.74980057982641e+100
2,4995,2
12,4995,1.74980057982641e+100
12,4995,1.74980057982641e+100
17,4995,1.74980057982641e+100
21,4995,1.74980057982641e+100
21,4995,2
1,4999,1.74980057982641e+100
2,4999,2
2,4999,1.74980057982641e+100
3,4999,2
3,4999,1.74980057982641e+100
6,4999,2
9,4999,1.74980057982641e+100
9,4999,1.74980057982641e+100
11,4999,2
11,4999,1.74980057982641e+100
11,4999,2
14,4999,1.74980057982641e+100
17,4999,2
19,4999,1.74980057982641e+100
19,4999,1
19,4999,1.74980057982641e+100
20,4999,1
