nh,clust,Source_of_item
13,4792,1
13,4792,1.74980057982641e+100
13,4792,1.74980057982641e+100
14,4792,1
14,4792,1.74980057982641e+100
14,4792,1.74980057982641e+100
15,4792,1
15,4792,1.74980057982641e+100
15,4792,1.74980057982641e+100
16,4792,1
16,4792,1.74980057982641e+100
16,4792,1.74980057982641e+100
17,4792,3
17,4792,1
17,4792,1
17,4792,1.74980057982641e+100
18,4792,3
18,4792,1
18,4792,1.74980057982641e+100
18,4792,1.74980057982641e+100
19,4792,1
19,4792,1.74980057982641e+100
19,4792,1.74980057982641e+100
20,4792,1
20,4792,1.74980057982641e+100
20,4792,1.74980057982641e+100
20,4792,1.74980057982641e+100
1,4795,1
1,4795,1
1,4795,1.74980057982641e+100
1,4795,1.74980057982641e+100
1,4795,1
1,4795,3
1,4795,1.74980057982641e+100
2,4795,1
2,4795,1
2,4795,1.74980057982641e+100
2,4795,1.74980057982641e+100
3,4795,1
3,4795,1
3,4795,1.74980057982641e+100
3,4795,1.74980057982641e+100
4,4795,1
4,4795,1
4,4795,1.74980057982641e+100
4,4795,1.74980057982641e+100
5,4795,1
5,4795,1.74980057982641e+100
5,4795,1.74980057982641e+100
5,4795,1.74980057982641e+100
6,4795,1
6,4795,1
6,4795,1.74980057982641e+100
6,4795,1.74980057982641e+100
6,4795,1.74980057982641e+100
7,4795,1
7,4795,1.74980057982641e+100
9,4795,1
9,4795,1.74980057982641e+100
9,4795,1.74980057982641e+100
10,4795,1.74980057982641e+100
10,4795,1.74980057982641e+100
11,4795,1
11,4795,1.74980057982641e+100
11,4795,1
11,4795,1.74980057982641e+100
13,4795,1
13,4795,1.74980057982641e+100
13,4795,1.74980057982641e+100
14,4795,1
14,4795,1
14,4795,1.74980057982641e+100
14,4795,1
14,4795,1.74980057982641e+100
15,4795,1.74980057982641e+100
15,4795,1.74980057982641e+100
16,4795,1
16,4795,1.74980057982641e+100
16,4795,1.74980057982641e+100
16,4795,3
16,4795,1.74980057982641e+100
17,4795,1.74980057982641e+100
18,4795,1.74980057982641e+100
18,4795,1.74980057982641e+100
19,4795,1.74980057982641e+100
19,4795,1.74980057982641e+100
20,4795,1.74980057982641e+100
20,4795,1.74980057982641e+100
1,4799,1.74980057982641e+100
1,4799,3
1,4799,1.74980057982641e+100
2,4799,1.74980057982641e+100
3,4799,1.74980057982641e+100
4,4799,1
4,4799,1.74980057982641e+100
4,4799,1.74980057982641e+100
4,4799,3
5,4799,1.74980057982641e+100
5,4799,1
5,4799,1.74980057982641e+100
5,4799,3
6,4799,1
6,4799,1
6,4799,1.74980057982641e+100
7,4799,1
7,4799,1
7,4799,1.74980057982641e+100
8,4799,1
8,4799,1.74980057982641e+100
9,4799,1
9,4799,1
9,4799,1.74980057982641e+100
10,4799,1
10,4799,1.74980057982641e+100
11,4799,1
11,4799,1.74980057982641e+100
11,4799,1.74980057982641e+100
12,4799,1
12,4799,1.74980057982641e+100
13,4799,3
13,4799,1.74980057982641e+100
14,4799,1.74980057982641e+100
14,4799,1.74980057982641e+100
14,4799,1
14,4799,1.74980057982641e+100
15,4799,1
15,4799,1.74980057982641e+100
15,4799,1.74980057982641e+100
15,4799,3
17,4799,1
17,4799,1.74980057982641e+100
17,4799,1.74980057982641e+100
18,4799,1.74980057982641e+100
19,4799,1.74980057982641e+100
19,4799,1.74980057982641e+100
20,4799,1
20,4799,1.74980057982641e+100
20,4799,1.74980057982641e+100
2,4802,1
2,4802,1.74980057982641e+100
2,4802,3
4,4802,1
4,4802,1.74980057982641e+100
4,4802,3
4,4802,1.74980057982641e+100
5,4802,1
5,4802,1
5,4802,1.74980057982641e+100
5,4802,1.74980057982641e+100
5,4802,3
6,4802,1
6,4802,1.74980057982641e+100
6,4802,3
7,4802,1
7,4802,1.74980057982641e+100
7,4802,1.74980057982641e+100
8,4802,1
8,4802,1.74980057982641e+100
9,4802,1.74980057982641e+100
9,4802,1.74980057982641e+100
10,4802,1.74980057982641e+100
10,4802,3
12,4802,5
13,4802,1
13,4802,1.74980057982641e+100
13,4802,3
13,4802,1.74980057982641e+100
14,4802,1
14,4802,1.74980057982641e+100
14,4802,1.74980057982641e+100
15,4802,1
15,4802,1
15,4802,1.74980057982641e+100
18,4802,1.74980057982641e+100
18,4802,3
18,4802,1.74980057982641e+100
19,4802,1.74980057982641e+100
19,4802,3
19,4802,1.74980057982641e+100
20,4802,1
20,4802,1.74980057982641e+100
1,4805,1
1,4805,1.74980057982641e+100
1,4805,1.74980057982641e+100
2,4805,1
2,4805,1.74980057982641e+100
2,4805,1.74980057982641e+100
3,4805,1
3,4805,1.74980057982641e+100
3,4805,1.74980057982641e+100
4,4805,1
4,4805,1.74980057982641e+100
5,4805,1
5,4805,1.74980057982641e+100
5,4805,1.74980057982641e+100
6,4805,1.74980057982641e+100
6,4805,1.74980057982641e+100
9,4805,1.74980057982641e+100
9,4805,1.74980057982641e+100
10,4805,1
10,4805,1.74980057982641e+100
10,4805,1.74980057982641e+100
11,4805,1.74980057982641e+100
11,4805,1.74980057982641e+100
12,4805,1.74980057982641e+100
13,4805,1.74980057982641e+100
13,4805,1.74980057982641e+100
14,4805,1
14,4805,1
14,4805,1.74980057982641e+100
14,4805,1.74980057982641e+100
15,4805,1.74980057982641e+100
15,4805,1.74980057982641e+100
16,4805,1.74980057982641e+100
16,4805,1.74980057982641e+100
17,4805,1.74980057982641e+100
17,4805,1.74980057982641e+100
18,4805,1.74980057982641e+100
18,4805,1.74980057982641e+100
19,4805,1.74980057982641e+100
19,4805,1.74980057982641e+100
20,4805,1.74980057982641e+100
20,4805,1.74980057982641e+100
1,4809,1
1,4809,1.74980057982641e+100
1,4809,1.74980057982641e+100
2,4809,1.74980057982641e+100
2,4809,1.74980057982641e+100
2,4809,1.74980057982641e+100
2,4809,1.74980057982641e+100
2,4809,1
2,4809,1.74980057982641e+100
3,4809,1.74980057982641e+100
3,4809,1.74980057982641e+100
3,4809,1.74980057982641e+100
4,4809,1
4,4809,1.74980057982641e+100
5,4809,1
5,4809,1.74980057982641e+100
5,4809,1.74980057982641e+100
5,4809,1.74980057982641e+100
6,4809,1
6,4809,1
6,4809,1.74980057982641e+100
6,4809,1.74980057982641e+100
7,4809,1
7,4809,1
7,4809,1.74980057982641e+100
7,4809,1.74980057982641e+100
9,4809,1
9,4809,1.74980057982641e+100
9,4809,1.74980057982641e+100
9,4809,1.74980057982641e+100
10,4809,1
10,4809,1.74980057982641e+100
10,4809,1.74980057982641e+100
12,4809,1.74980057982641e+100
13,4809,1.74980057982641e+100
14,4809,1
14,4809,1.74980057982641e+100
14,4809,1.74980057982641e+100
14,4809,1
14,4809,1
15,4809,1
15,4809,1.74980057982641e+100
16,4809,1
16,4809,1.74980057982641e+100
16,4809,1.74980057982641e+100
17,4809,1
17,4809,1.74980057982641e+100
18,4809,1
18,4809,1.74980057982641e+100
18,4809,1.74980057982641e+100
18,4809,1.74980057982641e+100
18,4809,1
18,4809,1.74980057982641e+100
18,4809,1.74980057982641e+100
19,4809,1.74980057982641e+100
20,4809,1
20,4809,1
20,4809,1.74980057982641e+100
20,4809,1.74980057982641e+100
20,4809,3
20,4809,1.74980057982641e+100
24,4809,1.74980057982641e+100
24,4809,1.74980057982641e+100
24,4809,1.74980057982641e+100
1,4812,1.74980057982641e+100
1,4812,1.74980057982641e+100
2,4812,1
2,4812,1.74980057982641e+100
2,4812,1.74980057982641e+100
2,4812,3
2,4812,1.74980057982641e+100
2,4812,1.74980057982641e+100
2,4812,1.74980057982641e+100
3,4812,1
4,4812,1
4,4812,1.74980057982641e+100
4,4812,3
4,4812,1.74980057982641e+100
5,4812,1.74980057982641e+100
5,4812,1.74980057982641e+100
5,4812,1.74980057982641e+100
6,4812,1
6,4812,1.74980057982641e+100
6,4812,1.74980057982641e+100
7,4812,1
7,4812,1.74980057982641e+100
7,4812,1.74980057982641e+100
7,4812,1
7,4812,1.74980057982641e+100
8,4812,1
8,4812,1.74980057982641e+100
9,4812,1
9,4812,1.74980057982641e+100
9,4812,1.74980057982641e+100
9,4812,1.74980057982641e+100
10,4812,1
10,4812,1.74980057982641e+100
10,4812,1.74980057982641e+100
10,4812,1.74980057982641e+100
11,4812,1
11,4812,1.74980057982641e+100
11,4812,1.74980057982641e+100
11,4812,1.74980057982641e+100
12,4812,1
12,4812,1
12,4812,1.74980057982641e+100
12,4812,1.74980057982641e+100
12,4812,1
12,4812,1
13,4812,1
13,4812,1
13,4812,1.74980057982641e+100
13,4812,1.74980057982641e+100
13,4812,1
13,4812,1
14,4812,2
14,4812,1.74980057982641e+100
15,4812,1
15,4812,1
15,4812,1.74980057982641e+100
15,4812,1.74980057982641e+100
15,4812,1
16,4812,1
16,4812,1
16,4812,1.74980057982641e+100
16,4812,1.74980057982641e+100
16,4812,1
17,4812,1
17,4812,1.74980057982641e+100
17,4812,1
18,4812,3
18,4812,1
18,4812,1
18,4812,1.74980057982641e+100
18,4812,1.74980057982641e+100
18,4812,1
19,4812,1
19,4812,1
19,4812,1.74980057982641e+100
19,4812,1.74980057982641e+100
19,4812,1
20,4812,1
20,4812,1
20,4812,1.74980057982641e+100
20,4812,1.74980057982641e+100
1,4815,1
1,4815,1.74980057982641e+100
1,4815,1.74980057982641e+100
2,4815,1
2,4815,1.74980057982641e+100
3,4815,1
3,4815,1
3,4815,1.74980057982641e+100
3,4815,1.74980057982641e+100
3,4815,3
3,4815,1.74980057982641e+100
3,4815,1
4,4815,1
4,4815,1
4,4815,1
4,4815,1.74980057982641e+100
4,4815,1.74980057982641e+100
4,4815,1
4,4815,3
4,4815,1.74980057982641e+100
4,4815,1.74980057982641e+100
4,4815,1.74980057982641e+100
4,4815,1.74980057982641e+100
4,4815,1
5,4815,1.74980057982641e+100
5,4815,1
5,4815,1.74980057982641e+100
5,4815,1.74980057982641e+100
5,4815,1.74980057982641e+100
5,4815,1.74980057982641e+100
5,4815,1.74980057982641e+100
5,4815,1
6,4815,1
6,4815,1.74980057982641e+100
6,4815,1.74980057982641e+100
6,4815,1
6,4815,1
6,4815,1.74980057982641e+100
6,4815,1.74980057982641e+100
6,4815,1.74980057982641e+100
6,4815,1.74980057982641e+100
6,4815,1
7,4815,1.74980057982641e+100
7,4815,1.74980057982641e+100
7,4815,1
8,4815,1
8,4815,1.74980057982641e+100
8,4815,1.74980057982641e+100
8,4815,1
9,4815,1.74980057982641e+100
9,4815,1
9,4815,1
9,4815,1.74980057982641e+100
9,4815,1.74980057982641e+100
9,4815,1.74980057982641e+100
9,4815,1
9,4815,1.74980057982641e+100
9,4815,1.74980057982641e+100
9,4815,1
10,4815,1
10,4815,1.74980057982641e+100
10,4815,1.74980057982641e+100
10,4815,1
10,4815,1
11,4815,1
11,4815,1.74980057982641e+100
11,4815,1.74980057982641e+100
11,4815,1
12,4815,1.74980057982641e+100
12,4815,1
12,4815,1.74980057982641e+100
12,4815,1.74980057982641e+100
12,4815,1
12,4815,1
12,4815,1.74980057982641e+100
12,4815,1.74980057982641e+100
12,4815,1
13,4815,1
13,4815,1
13,4815,1.74980057982641e+100
13,4815,1.74980057982641e+100
14,4815,1
14,4815,1
14,4815,1
15,4815,1
15,4815,1.74980057982641e+100
15,4815,1.74980057982641e+100
15,4815,1
15,4815,1.74980057982641e+100
15,4815,1
16,4815,1.74980057982641e+100
17,4815,1.74980057982641e+100
17,4815,1
17,4815,1.74980057982641e+100
17,4815,1.74980057982641e+100
17,4815,3
17,4815,1.74980057982641e+100
17,4815,1
17,4815,1
18,4815,1
18,4815,1.74980057982641e+100
18,4815,1
18,4815,1.74980057982641e+100
18,4815,1.74980057982641e+100
18,4815,1
18,4815,1.74980057982641e+100
18,4815,1
18,4815,1
19,4815,1
19,4815,1
19,4815,1
19,4815,1.74980057982641e+100
19,4815,1
19,4815,3
19,4815,1.74980057982641e+100
19,4815,1.74980057982641e+100
19,4815,1.74980057982641e+100
19,4815,1
19,4815,1
20,4815,1.74980057982641e+100
20,4815,1
20,4815,1
20,4815,1.74980057982641e+100
20,4815,1.74980057982641e+100
20,4815,1
20,4815,1.74980057982641e+100
20,4815,1
20,4815,1.74980057982641e+100
20,4815,1
20,4815,1
20,4815,1
20,4815,1
1,4819,3
1,4819,1.74980057982641e+100
1,4819,1.74980057982641e+100
2,4819,1.74980057982641e+100
3,4819,3
3,4819,1
3,4819,1.74980057982641e+100
4,4819,3
4,4819,1.74980057982641e+100
4,4819,3
4,4819,1
4,4819,1.74980057982641e+100
5,4819,1.74980057982641e+100
5,4819,3
5,4819,1
5,4819,1.74980057982641e+100
5,4819,1.74980057982641e+100
5,4819,1.74980057982641e+100
5,4819,1
5,4819,1.74980057982641e+100
6,4819,3
6,4819,1.74980057982641e+100
6,4819,1.74980057982641e+100
7,4819,1.74980057982641e+100
7,4819,1.74980057982641e+100
8,4819,1.74980057982641e+100
8,4819,1.74980057982641e+100
9,4819,1.74980057982641e+100
9,4819,1.74980057982641e+100
10,4819,1
10,4819,1.74980057982641e+100
10,4819,1.74980057982641e+100
11,4819,1
11,4819,1
11,4819,1.74980057982641e+100
11,4819,1.74980057982641e+100
12,4819,1
12,4819,1
12,4819,1.74980057982641e+100
12,4819,1.74980057982641e+100
12,4819,1.74980057982641e+100
13,4819,1.74980057982641e+100
13,4819,1.74980057982641e+100
14,4819,1.74980057982641e+100
15,4819,1.74980057982641e+100
15,4819,1.74980057982641e+100
16,4819,1.74980057982641e+100
16,4819,1.74980057982641e+100
16,4819,3
17,4819,1
17,4819,1
17,4819,1.74980057982641e+100
17,4819,1.74980057982641e+100
18,4819,1.74980057982641e+100
18,4819,1
18,4819,1
18,4819,1.74980057982641e+100
18,4819,1.74980057982641e+100
18,4819,1.74980057982641e+100
18,4819,1.74980057982641e+100
19,4819,5
19,4819,1.74980057982641e+100
19,4819,1.74980057982641e+100
20,4819,1
20,4819,1.74980057982641e+100
20,4819,1.74980057982641e+100
1,4822,1
1,4822,1
1,4822,1
1,4822,1.74980057982641e+100
1,4822,1.74980057982641e+100
2,4822,1
2,4822,1
2,4822,1
2,4822,1
2,4822,1.74980057982641e+100
2,4822,1.74980057982641e+100
3,4822,1
3,4822,1.74980057982641e+100
3,4822,1.74980057982641e+100
4,4822,1
4,4822,1
4,4822,1
4,4822,1.74980057982641e+100
4,4822,1.74980057982641e+100
5,4822,1
5,4822,1
5,4822,1.74980057982641e+100
5,4822,1.74980057982641e+100
6,4822,1
6,4822,1
6,4822,1
6,4822,1.74980057982641e+100
6,4822,1.74980057982641e+100
7,4822,1
7,4822,1
7,4822,1
7,4822,1
7,4822,1.74980057982641e+100
7,4822,1.74980057982641e+100
7,4822,1.74980057982641e+100
8,4822,1
8,4822,1
8,4822,1.74980057982641e+100
9,4822,1
9,4822,1.74980057982641e+100
9,4822,1
9,4822,1.74980057982641e+100
9,4822,1.74980057982641e+100
10,4822,1
10,4822,1.74980057982641e+100
12,4822,1
12,4822,1
12,4822,1.74980057982641e+100
12,4822,1.74980057982641e+100
13,4822,1
13,4822,1
13,4822,1
13,4822,1.74980057982641e+100
14,4822,1.74980057982641e+100
14,4822,1.74980057982641e+100
15,4822,1
15,4822,1.74980057982641e+100
15,4822,1.74980057982641e+100
16,4822,1
16,4822,1
16,4822,1.74980057982641e+100
17,4822,1.74980057982641e+100
18,4822,1
18,4822,1.74980057982641e+100
20,4822,3
20,4822,1
20,4822,3
20,4822,1.74980057982641e+100
20,4822,1.74980057982641e+100
1,4825,1
1,4825,1.74980057982641e+100
1,4825,1.74980057982641e+100
1,4825,1.74980057982641e+100
4,4825,1
4,4825,1.74980057982641e+100
4,4825,1.74980057982641e+100
5,4825,1.74980057982641e+100
5,4825,1.74980057982641e+100
5,4825,1.74980057982641e+100
5,4825,1.74980057982641e+100
5,4825,1.74980057982641e+100
5,4825,1
5,4825,1.74980057982641e+100
5,4825,1.74980057982641e+100
5,4825,1.74980057982641e+100
6,4825,1
6,4825,1.74980057982641e+100
6,4825,1.74980057982641e+100
6,4825,1.74980057982641e+100
7,4825,1
7,4825,1
7,4825,1
7,4825,1.74980057982641e+100
7,4825,1.74980057982641e+100
7,4825,1.74980057982641e+100
7,4825,1.74980057982641e+100
7,4825,1.74980057982641e+100
8,4825,1
8,4825,1
8,4825,1.74980057982641e+100
8,4825,1.74980057982641e+100
9,4825,1
9,4825,1.74980057982641e+100
9,4825,1.74980057982641e+100
10,4825,1
10,4825,1.74980057982641e+100
10,4825,1.74980057982641e+100
11,4825,1
11,4825,1.74980057982641e+100
11,4825,1.74980057982641e+100
12,4825,3
12,4825,1.74980057982641e+100
12,4825,1
12,4825,1.74980057982641e+100
12,4825,1.74980057982641e+100
12,4825,1.74980057982641e+100
13,4825,1
13,4825,1.74980057982641e+100
13,4825,1
13,4825,1.74980057982641e+100
13,4825,1.74980057982641e+100
13,4825,1.74980057982641e+100
14,4825,1
14,4825,1.74980057982641e+100
14,4825,1.74980057982641e+100
15,4825,1.74980057982641e+100
15,4825,1.74980057982641e+100
15,4825,1.74980057982641e+100
15,4825,1.74980057982641e+100
16,4825,1.74980057982641e+100
16,4825,1
16,4825,1.74980057982641e+100
16,4825,1.74980057982641e+100
17,4825,1
17,4825,1
17,4825,1.74980057982641e+100
17,4825,1.74980057982641e+100
17,4825,1.74980057982641e+100
18,4825,1
18,4825,1
18,4825,1
18,4825,1.74980057982641e+100
18,4825,1.74980057982641e+100
19,4825,1
19,4825,1
19,4825,1.74980057982641e+100
19,4825,1.74980057982641e+100
19,4825,1.74980057982641e+100
20,4825,1
20,4825,1.74980057982641e+100
20,4825,1.74980057982641e+100
21,4825,1
21,4825,1
21,4825,1
21,4825,1.74980057982641e+100
21,4825,1.74980057982641e+100
21,4825,1.74980057982641e+100
23,4825,1
23,4825,1.74980057982641e+100
23,4825,1.74980057982641e+100
23,4825,1.74980057982641e+100
1,4829,1
1,4829,1
1,4829,1.74980057982641e+100
1,4829,1.74980057982641e+100
1,4829,1.74980057982641e+100
2,4829,1
2,4829,1.74980057982641e+100
2,4829,1.74980057982641e+100
2,4829,1.74980057982641e+100
3,4829,1
3,4829,1
3,4829,1.74980057982641e+100
3,4829,1
3,4829,1.74980057982641e+100
3,4829,1.74980057982641e+100
3,4829,1.74980057982641e+100
3,4829,1.74980057982641e+100
3,4829,3
4,4829,1
4,4829,1
4,4829,1
4,4829,1.74980057982641e+100
4,4829,1.74980057982641e+100
4,4829,1.74980057982641e+100
4,4829,1.74980057982641e+100
5,4829,1
5,4829,1
5,4829,1.74980057982641e+100
5,4829,1.74980057982641e+100
5,4829,1.74980057982641e+100
6,4829,1.74980057982641e+100
6,4829,1.74980057982641e+100
7,4829,1
7,4829,1
7,4829,1.74980057982641e+100
7,4829,1.74980057982641e+100
7,4829,1.74980057982641e+100
8,4829,1
8,4829,1
8,4829,1.74980057982641e+100
8,4829,1.74980057982641e+100
8,4829,1.74980057982641e+100
8,4829,1.74980057982641e+100
9,4829,1
9,4829,1
9,4829,1.74980057982641e+100
9,4829,1.74980057982641e+100
9,4829,1.74980057982641e+100
9,4829,1.74980057982641e+100
10,4829,1
10,4829,1
10,4829,1
10,4829,1
10,4829,1.74980057982641e+100
10,4829,1.74980057982641e+100
10,4829,1.74980057982641e+100
11,4829,1
11,4829,1
11,4829,1
11,4829,1
11,4829,1.74980057982641e+100
11,4829,1.74980057982641e+100
11,4829,1.74980057982641e+100
11,4829,1.74980057982641e+100
12,4829,1.74980057982641e+100
12,4829,1.74980057982641e+100
13,4829,1
13,4829,1
13,4829,1.74980057982641e+100
13,4829,1
13,4829,1.74980057982641e+100
13,4829,1.74980057982641e+100
13,4829,1.74980057982641e+100
13,4829,1.74980057982641e+100
13,4829,1.74980057982641e+100
14,4829,1
14,4829,1.74980057982641e+100
14,4829,1
14,4829,1.74980057982641e+100
14,4829,1.74980057982641e+100
15,4829,1
15,4829,1.74980057982641e+100
15,4829,1.74980057982641e+100
15,4829,1.74980057982641e+100
16,4829,1
16,4829,1
16,4829,1
16,4829,1.74980057982641e+100
16,4829,1.74980057982641e+100
17,4829,1
17,4829,1
17,4829,1.74980057982641e+100
17,4829,1
17,4829,1
17,4829,1.74980057982641e+100
17,4829,1.74980057982641e+100
17,4829,1.74980057982641e+100
17,4829,1.74980057982641e+100
17,4829,1.74980057982641e+100
17,4829,1.74980057982641e+100
18,4829,1
18,4829,1
18,4829,1.74980057982641e+100
19,4829,1
19,4829,1
19,4829,1
19,4829,1.74980057982641e+100
19,4829,1.74980057982641e+100
19,4829,1.74980057982641e+100
19,4829,1.74980057982641e+100
20,4829,1
20,4829,1
20,4829,1.74980057982641e+100
20,4829,1.74980057982641e+100
20,4829,1.74980057982641e+100
20,4829,1.74980057982641e+100
1,4832,1
1,4832,1
1,4832,1
1,4832,1.74980057982641e+100
1,4832,1.74980057982641e+100
2,4832,1
2,4832,1.74980057982641e+100
2,4832,1.74980057982641e+100
3,4832,1
3,4832,1
3,4832,1
3,4832,1.74980057982641e+100
3,4832,1.74980057982641e+100
4,4832,1
4,4832,1
4,4832,1
4,4832,1.74980057982641e+100
4,4832,1.74980057982641e+100
4,4832,1.74980057982641e+100
5,4832,1
5,4832,1
5,4832,1.74980057982641e+100
5,4832,1.74980057982641e+100
5,4832,1.74980057982641e+100
5,4832,1.74980057982641e+100
6,4832,1
6,4832,1.74980057982641e+100
6,4832,1.74980057982641e+100
6,4832,1.74980057982641e+100
7,4832,1
7,4832,1
7,4832,1.74980057982641e+100
7,4832,1.74980057982641e+100
8,4832,1
8,4832,1
8,4832,1
8,4832,1.74980057982641e+100
8,4832,1.74980057982641e+100
8,4832,1.74980057982641e+100
8,4832,1.74980057982641e+100
8,4832,1.74980057982641e+100
10,4832,1
10,4832,1.74980057982641e+100
10,4832,1.74980057982641e+100
10,4832,1.74980057982641e+100
11,4832,1
11,4832,1
11,4832,1.74980057982641e+100
11,4832,1.74980057982641e+100
12,4832,1.74980057982641e+100
12,4832,1
12,4832,1
12,4832,1.74980057982641e+100
12,4832,1.74980057982641e+100
12,4832,1.74980057982641e+100
13,4832,1
13,4832,1.74980057982641e+100
13,4832,1.74980057982641e+100
14,4832,1
14,4832,1
14,4832,1.74980057982641e+100
14,4832,1.74980057982641e+100
16,4832,1
16,4832,1
16,4832,1.74980057982641e+100
16,4832,1.74980057982641e+100
16,4832,1.74980057982641e+100
18,4832,1
18,4832,1.74980057982641e+100
18,4832,1.74980057982641e+100
18,4832,1.74980057982641e+100
19,4832,1
19,4832,1
19,4832,1.74980057982641e+100
19,4832,1.74980057982641e+100
20,4832,1.74980057982641e+100
20,4832,1
20,4832,1
20,4832,1.74980057982641e+100
20,4832,1.74980057982641e+100
1,4835,1.74980057982641e+100
3,4835,1.74980057982641e+100
5,4835,1.74980057982641e+100
7,4835,1.74980057982641e+100
8,4835,2
8,4835,1.74980057982641e+100
9,4835,1
9,4835,1.74980057982641e+100
11,4835,1.74980057982641e+100
12,4835,1.74980057982641e+100
13,4835,1.74980057982641e+100
14,4835,1.74980057982641e+100
15,4835,1.74980057982641e+100
16,4835,1
16,4835,1.74980057982641e+100
17,4835,1
17,4835,1.74980057982641e+100
18,4835,1
18,4835,1.74980057982641e+100
20,4835,1
20,4835,1.74980057982641e+100
1,4839,1
1,4839,1
1,4839,1.74980057982641e+100
1,4839,1.74980057982641e+100
1,4839,1.74980057982641e+100
2,4839,3
2,4839,1.74980057982641e+100
2,4839,1
2,4839,1.74980057982641e+100
2,4839,1.74980057982641e+100
2,4839,1
2,4839,1.74980057982641e+100
2,4839,1.74980057982641e+100
2,4839,1
2,4839,3
2,4839,1.74980057982641e+100
2,4839,1.74980057982641e+100
2,4839,1.74980057982641e+100
2,4839,1.74980057982641e+100
3,4839,1
3,4839,1.74980057982641e+100
3,4839,1.74980057982641e+100
3,4839,1.74980057982641e+100
3,4839,1.74980057982641e+100
4,4839,1
4,4839,1
4,4839,1.74980057982641e+100
4,4839,1.74980057982641e+100
5,4839,1
5,4839,1
5,4839,1.74980057982641e+100
6,4839,1
6,4839,1
7,4839,1.74980057982641e+100
7,4839,1
7,4839,1.74980057982641e+100
7,4839,1.74980057982641e+100
8,4839,1.74980057982641e+100
8,4839,1.74980057982641e+100
8,4839,1.74980057982641e+100
9,4839,1.74980057982641e+100
9,4839,1.74980057982641e+100
10,4839,1
10,4839,1.74980057982641e+100
11,4839,1
11,4839,1.74980057982641e+100
11,4839,1.74980057982641e+100
11,4839,5
12,4839,1.74980057982641e+100
13,4839,1
13,4839,1
13,4839,1.74980057982641e+100
13,4839,1.74980057982641e+100
13,4839,1
13,4839,1.74980057982641e+100
14,4839,2
14,4839,1.74980057982641e+100
14,4839,1.74980057982641e+100
14,4839,1.74980057982641e+100
14,4839,1.74980057982641e+100
14,4839,5
14,4839,1.74980057982641e+100
14,4839,1.74980057982641e+100
14,4839,1.74980057982641e+100
15,4839,1
15,4839,1
15,4839,1
15,4839,1.74980057982641e+100
15,4839,1.74980057982641e+100
15,4839,1
16,4839,1.74980057982641e+100
16,4839,1
16,4839,1.74980057982641e+100
16,4839,1.74980057982641e+100
17,4839,1.74980057982641e+100
17,4839,1
17,4839,1.74980057982641e+100
17,4839,1.74980057982641e+100
17,4839,1
17,4839,1.74980057982641e+100
17,4839,1.74980057982641e+100
18,4839,1.74980057982641e+100
18,4839,1
18,4839,1.74980057982641e+100
18,4839,1.74980057982641e+100
18,4839,1.74980057982641e+100
18,4839,5
20,4839,1
20,4839,1.74980057982641e+100
20,4839,1.74980057982641e+100
20,4839,1
20,4839,1.74980057982641e+100
1,4842,1
1,4842,1.74980057982641e+100
1,4842,1.74980057982641e+100
1,4842,3
1,4842,3
1,4842,1.74980057982641e+100
1,4842,1.74980057982641e+100
2,4842,1
2,4842,1.74980057982641e+100
3,4842,1.74980057982641e+100
3,4842,1.74980057982641e+100
3,4842,1
3,4842,3
3,4842,1.74980057982641e+100
4,4842,1
4,4842,1.74980057982641e+100
5,4842,1.74980057982641e+100
5,4842,1.74980057982641e+100
5,4842,1.74980057982641e+100
5,4842,3
5,4842,1.74980057982641e+100
5,4842,1.74980057982641e+100
6,4842,1
6,4842,1.74980057982641e+100
6,4842,1.74980057982641e+100
6,4842,3
6,4842,1.74980057982641e+100
7,4842,1
7,4842,1.74980057982641e+100
7,4842,1.74980057982641e+100
8,4842,3
8,4842,1
8,4842,1.74980057982641e+100
8,4842,1.74980057982641e+100
10,4842,1.74980057982641e+100
10,4842,1.74980057982641e+100
10,4842,1
10,4842,1.74980057982641e+100
10,4842,3
10,4842,1.74980057982641e+100
11,4842,1
11,4842,1
11,4842,1.74980057982641e+100
11,4842,1.74980057982641e+100
11,4842,1.74980057982641e+100
12,4842,1
12,4842,1.74980057982641e+100
12,4842,1
12,4842,1.74980057982641e+100
12,4842,1
12,4842,1.74980057982641e+100
14,4842,1.74980057982641e+100
14,4842,1
14,4842,1.74980057982641e+100
14,4842,3
14,4842,1.74980057982641e+100
16,4842,1
16,4842,1.74980057982641e+100
16,4842,1
16,4842,3
16,4842,1.74980057982641e+100
17,4842,1
17,4842,1
17,4842,1.74980057982641e+100
17,4842,1
17,4842,1.74980057982641e+100
17,4842,1.74980057982641e+100
19,4842,1
19,4842,1.74980057982641e+100
19,4842,1.74980057982641e+100
20,4842,3
20,4842,1
20,4842,1.74980057982641e+100
20,4842,1.74980057982641e+100
20,4842,1.74980057982641e+100
20,4842,1
20,4842,3
20,4842,1.74980057982641e+100
1,4845,1
1,4845,1.74980057982641e+100
1,4845,1
1,4845,3
1,4845,1.74980057982641e+100
2,4845,1
2,4845,1
2,4845,1.74980057982641e+100
2,4845,1.74980057982641e+100
2,4845,1
2,4845,3
2,4845,1.74980057982641e+100
3,4845,1
3,4845,1.74980057982641e+100
3,4845,1.74980057982641e+100
4,4845,1.74980057982641e+100
4,4845,1
6,4845,1
