nh,clust,Harvest_processed_by_HH,Unit_of_measure
12,4655,1,5
13,4655,1.5,5
14,4655,1.5,5
14,4655,0,0
15,4655,0,0
15,4655,1,5
16,4655,4,5
17,4655,1,5
20,4655,1,5
5,4659,0,0
7,4659,0,0
9,4659,0,0
10,4659,0,0
13,4659,0,0
15,4659,0,0
16,4659,0,0
16,4659,0,0
16,4659,0,0
4,4662,0,0
18,4662,0,0
3,4665,1,5
4,4665,0,0
4,4665,1,5
6,4665,0,0
13,4665,0,0
13,4665,0,0
13,4665,0,0
13,4665,0,0
13,4665,0,0
14,4665,0,0
14,4665,0,0
14,4665,300,24
15,4665,50,24
16,4665,3,5
17,4665,0,0
17,4665,0,0
17,4665,0,0
17,4665,0,0
17,4665,0,0
18,4665,200,24
19,4665,5,9
20,4665,50,24
6,4669,1.74980057982641e+100,1.74980057982641e+100
7,4669,0,0
11,4669,12,9
1,4672,0,0
1,4672,9,9
2,4672,0,0
2,4672,0,0
2,4672,29,9
4,4672,0,0
4,4672,0,0
4,4672,12,9
5,4672,0,0
5,4672,0,0
6,4672,0,0
6,4672,15,9
7,4672,0,0
7,4672,9,9
9,4672,0,0
9,4672,23,9
10,4672,0,0
10,4672,0,0
10,4672,0,0
10,4672,25,9
11,4672,0,0
11,4672,5.05,9
12,4672,0,0
13,4672,0,0
13,4672,0,0
13,4672,12,9
14,4672,0,0
14,4672,0,0
14,4672,29,9
15,4672,0,0
15,4672,0,0
16,4672,49.5,9
17,4672,0,0
17,4672,0,0
17,4672,0,0
17,4672,30,9
17,4672,18,9
18,4672,0,0
18,4672,12,9
19,4672,0,0
19,4672,0,0
19,4672,0,0
19,4672,60,9
19,4672,1,4
20,4672,0,0
20,4672,12,9
21,4672,0,0
1,4675,25,12
1,4675,0.5,4
3,4675,0,0
4,4675,50,12
4,4675,1,5
5,4675,50,12
5,4675,0.95,4
6,4675,100,12
6,4675,0,0
6,4675,0,0
7,4675,0,0
8,4675,0,0
8,4675,1,5
9,4675,0,0
9,4675,40,12
10,4675,50,12
10,4675,0.5,4
11,4675,0,0
11,4675,40,12
11,4675,15,9
12,4675,30,12
12,4675,0.5,4
13,4675,0,0
13,4675,100,12
13,4675,1,12
13,4675,0.5,4
14,4675,40,12
14,4675,0.25,5
15,4675,0,0
15,4675,0,0
15,4675,150,12
15,4675,0,0
15,4675,1,4
16,4675,0,0
16,4675,0.5,4
16,4675,1,5
16,4675,1,4
18,4675,0,0
18,4675,32,19
18,4675,50,12
18,4675,0.5,12
18,4675,3,9
18,4675,2,22
19,4675,0,0
19,4675,100,12
19,4675,0.5,4
20,4675,0,0
21,4675,0,0
21,4675,50,12
21,4675,2,12
21,4675,0.5,5
4,4679,2,4
9,4679,0.5,4
13,4679,0.5,5
15,4679,1.74980057982641e+100,1.74980057982641e+100
19,4679,2,5
9,4682,0,0
9,4682,4,22
15,4682,0,0
1,4685,0,0
5,4685,0.97,5
6,4685,0,0
7,4685,1,5
8,4685,0,0
8,4685,0.33,5
10,4685,1.81,5
13,4685,0.97,5
14,4685,4,5
15,4685,5.94,5
16,4685,0.47,5
17,4685,0.94,5
19,4685,0,0
19,4685,2.88,5
25,4685,0,0
1,4689,3,4
3,4689,2,9
3,4689,18,9
3,4689,1,9
4,4689,0,0
5,4689,0,0
5,4689,2.5,5
6,4689,0,0
6,4689,2,5
8,4689,1,5
15,4689,0.5,4
16,4689,2,5
21,4689,1,4
1,4692,0.3,5
4,4692,0.3,5
5,4692,1,5
6,4692,0.25,5
8,4692,0.5,5
9,4692,1,5
10,4692,0.3,4
12,4692,1,5
14,4692,0.4,5
15,4692,0.8,5
16,4692,0.25,5
19,4692,0.4,5
20,4692,0.2,5
21,4692,0.2,5
1,4695,40,8
2,4695,40,8
2,4695,114,8
4,4695,28,8
5,4695,15,8
7,4695,20,8
8,4695,6,8
9,4695,1,8
10,4695,20,8
11,4695,15,8
12,4695,10,8
13,4695,30,8
14,4695,1,8
14,4695,20,8
16,4695,12,8
17,4695,7.5,8
18,4695,26,8
18,4695,36,8
20,4695,35,8
20,4695,55,8
22,4695,60,8
1,4699,2,5
2,4699,50,11
2,4699,1,5
2,4699,0.5,5
3,4699,50,11
3,4699,2,4
4,4699,3,5
4,4699,3,5
6,4699,3,5
8,4699,2.5,5
9,4699,1,5
11,4699,0,0
11,4699,1,5
12,4699,0,0
12,4699,4,5
13,4699,1,5
14,4699,2,5
15,4699,1.5,5
15,4699,0.5,5
17,4699,0.5,5
22,4699,0.5,4
13,4702,1,5
20,4702,1.74980057982641e+100,1.74980057982641e+100
20,4702,0,0
17,4705,1.74980057982641e+100,1.74980057982641e+100
17,4705,1,4
17,4712,1,5
17,4712,1,9
3,4715,1.74980057982641e+100,1.74980057982641e+100
8,4715,0,0
13,4715,1.74980057982641e+100,1.74980057982641e+100
17,4715,1,4
17,4715,2,5
20,4722,0.1,5
12,4732,0.1,5
20,4732,1,5
10,4735,0.05,5
10,4735,2,5
10,4735,1,5
16,4735,1.8,5
10,4739,1,4
10,4739,0,0
10,4739,5,4
13,4739,5,7
15,4739,0,0
19,4739,0,0
20,4739,2,9
20,4739,1,4
20,4739,1,9
20,4739,0,0
4,4742,1,4
4,4742,1,4
1,4745,0.3,5
5,4745,1,5
6,4745,0.3,5
8,4745,1.74980057982641e+100,1.74980057982641e+100
10,4745,0,0
10,4745,1,5
11,4745,0.4,5
12,4745,0.1,5
13,4745,1,5
17,4745,1,5
19,4745,0,0
20,4745,0,0
20,4745,0.1,5
20,4745,1,5
20,4745,0.15,5
3,4750,0.5,5
5,4750,1,5
8,4750,1,5
9,4750,1,5
10,4750,1,5
12,4750,0.05,5
16,4750,0.75,5
24,4750,0.5,5
1,4752,0,0
1,4752,14,5
1,4752,1,5
2,4752,0.5,5
2,4752,0.5,5
2,4752,1.33,5
3,4752,1.05,5
4,4752,0.6,5
4,4752,2,5
5,4752,1.99,5
11,4752,0,0
11,4752,0.25,5
11,4752,0.25,5
12,4752,4,5
15,4752,2.75,5
15,4752,0.75,5
16,4752,0.5,5
16,4752,0.25,5
17,4752,5,5
18,4752,0.05,5
18,4752,0.5,5
19,4752,1.4,5
22,4752,3,5
1,4755,0.25,5
2,4755,0.5,5
5,4755,1,5
5,4755,1,4
7,4755,2,4
7,4755,1,8
9,4755,0.05,5
9,4755,0.05,0
10,4755,0.6,5
10,4755,1.6,5
11,4755,0,0
11,4755,0,0
12,4755,3,5
12,4755,1,4
13,4755,0,0
13,4755,0,0
14,4755,0,0
14,4755,0,0
15,4755,1.05,5
16,4755,0.6,5
16,4755,0.3,5
17,4755,1,5
17,4755,1,5
18,4755,0,0
18,4755,0,0
19,4755,0.04,5
1,4759,0,0
5,4759,0,0
5,4759,0,0
6,4759,0,0
8,4759,0,0
13,4759,0,0
14,4759,0,0
15,4759,0,0
16,4759,0,0
16,4759,0,0
17,4759,0,0
17,4759,0,0
17,4759,0,0
18,4759,0,0
18,4759,0,0
19,4759,0,0
20,4759,0,0
20,4759,0,0
1,4762,5,9
2,4762,0.05,4
3,4762,0.05,5
6,4762,0.5,5
11,4762,3,5
13,4762,0.5,4
14,4762,2,8
18,4762,1,5
19,4762,3.05,5
22,4762,4,8
1,4765,0,0
2,4765,0,0
4,4765,0,0
4,4765,0,0
5,4765,2,5
6,4765,0,0
12,4765,0,0
14,4765,0,0
14,4765,0.5,5
14,4765,0.1,5
16,4765,0,0
17,4765,0,0
18,4769,0,0
1,4772,8,8
2,4772,8,8
4,4772,15,8
5,4772,10,8
6,4772,5,8
7,4772,1.74980057982641e+100,1.74980057982641e+100
8,4772,10,8
9,4772,0,0
9,4772,20,8
12,4772,10,8
13,4772,1.74980057982641e+100,1.74980057982641e+100
14,4772,10,8
16,4772,5,8
18,4772,5,8
20,4772,7,8
1,4775,0,0
2,4775,0,0
3,4775,0,0
3,4775,0,0
4,4775,0,0
5,4775,0,0
6,4775,0,0
9,4775,0,0
10,4775,0,0
12,4775,0,0
13,4775,0,0
14,4775,0,0
15,4775,0,0
16,4775,30,8
17,4775,0,0
19,4775,0,0
20,4775,0,0
2,4779,49,8
3,4779,2,5
3,4779,3.5,5
4,4779,4,5
4,4779,4,5
4,4779,0.4,5
5,4779,38,8
6,4779,118,8
7,4779,3,5
7,4779,8,5
7,4779,1,5
7,4779,40,19
8,4779,1,5
11,4779,40,8
13,4779,0.5,5
13,4779,1,5
14,4779,1,5
15,4779,1.5,5
16,4779,1.5,5
17,4779,1.5,5
17,4779,4,8
18,4779,3,5
19,4779,18,8
20,4779,6.2,5
20,4779,0.5,4
20,4779,1,5
1,4782,1,5
2,4782,4,5
2,4782,1,5
3,4782,2,5
3,4782,2,5
3,4782,1.5,5
4,4782,5,5
5,4782,1.5,5
5,4782,1,5
6,4782,1.74980057982641e+100,1.74980057982641e+100
6,4782,0.5,5
7,4782,6.2,5
8,4782,3,5
9,4782,1.5,5
10,4782,0.5,5
11,4782,10,5
12,4782,2,5
12,4782,0,0
13,4782,2,5
14,4782,2,5
14,4782,1,5
15,4782,4,5
16,4782,2,5
17,4782,1,5
18,4782,1,5
19,4782,1,5
19,4782,1,5
19,4782,0.5,5
20,4782,1,5
1,4785,10,9
2,4785,1.5,5
4,4785,1,5
5,4785,1.5,5
5,4785,0.5,5
5,4785,2.5,5
5,4785,1,5
6,4785,1.5,5
7,4785,1,5
7,4785,0.5,5
7,4785,0.25,5
8,4785,1,5
8,4785,0.5,5
10,4785,2,5
11,4785,1,5
12,4785,1,5
13,4785,0.5,5
14,4785,2,5
15,4785,2,5
15,4785,0.5,5
15,4785,0.5,5
16,4785,0.5,5
16,4785,1,5
16,4785,0.25,5
17,4785,1,5
19,4785,0.93,5
20,4785,1.74980057982641e+100,1.74980057982641e+100
20,4785,2,5
21,4785,2,5
22,4785,1,5
22,4785,0.5,5
22,4785,0.03,5
23,4785,1.97,5
1,4790,5,9
3,4790,0.04,9
4,4790,10,9
4,4790,9.67,9
7,4790,2.62,5
7,4790,1,5
7,4790,2.8,5
7,4790,3.9,5
8,4790,2,5
8,4790,1,5
10,4790,3,5
10,4790,12,9
11,4790,1.81,5
11,4790,30,9
12,4790,1.25,5
14,4790,5,5
16,4790,0.94,5
17,4790,50,12
17,4790,0.8,5
17,4790,0.3,5
17,4790,0.4,5
18,4790,3.6,5
18,4790,17,9
19,4790,2.5,5
19,4790,0.3,5
20,4790,0.7,5
21,4790,0,0
21,4790,0,0
23,4790,0.5,4
23,4790,0,0
23,4790,0.5,4
24,4790,0,0
24,4790,0,0
25,4790,0.5,5
25,4790,1,5
1,4792,77,9
1,4792,29,9
2,4792,32,9
2,4792,16,9
2,4792,0,0
3,4792,4,5
3,4792,2,5
4,4792,10,9
4,4792,10,9
4,4792,20,9
5,4792,0,0
5,4792,4,5
5,4792,0,0
6,4792,2,5
6,4792,0,0
7,4792,4,5
7,4792,5,5
7,4792,1.5,5
8,4792,1,5
9,4792,2,5
9,4792,15,5
9,4792,4,5
10,4792,5,5
10,4792,0,0
10,4792,2,9
11,4792,4,5
11,4792,1,5
12,4792,1.87,5
12,4792,2,5
12,4792,0,0
13,4792,4,5
13,4792,3,5
13,4792,0,0
14,4792,18,9
14,4792,8,9
14,4792,2,5
15,4792,3,5
15,4792,0,0
15,4792,1,5
15,4792,4,5
15,4792,10,7
16,4792,60,9
16,4792,1,5
16,4792,30,7
17,4792,1.5,5
17,4792,1,5
17,4792,1,5
17,4792,0,0
17,4792,0,0
17,4792,40,9
18,4792,6,5
18,4792,0,0
18,4792,4,5
19,4792,0.5,5
19,4792,0,0
19,4792,0,0
19,4792,0,0
19,4792,1,9
20,4792,6,9
20,4792,2,5
20,4792,4,9
1,4795,1,5
2,4795,2,4
3,4795,2.5,4
4,4795,5,4
5,4795,3,4
6,4795,1,5
7,4795,6,8
9,4795,16,4
10,4795,1.5,4
11,4795,4.8,4
13,4795,4,4
14,4795,1,5
15,4795,1.5,5
16,4795,1,5
17,4795,0.25,5
18,4795,1.5,5
19,4795,1,4
19,4795,0.5,4
20,4795,1,5
1,4799,5,8
1,4799,8,8
3,4799,12.5,8
4,4799,10,8
4,4799,0,0
5,4799,13,8
5,4799,0,0
6,4799,40,8
6,4799,40,8
6,4799,5,8
6,4799,0,0
7,4799,32,8
8,4799,0,0
8,4799,0,0
8,4799,1,5
8,4799,0,0
9,4799,0.25,4
9,4799,0,0
9,4799,0,0
10,4799,10,8
10,4799,0,0
11,4799,0,0
11,4799,0.5,4
12,4799,0.5,4
12,4799,0,0
13,4799,0,0
13,4799,1,5
14,4799,4,4
14,4799,2,4
14,4799,12,8
15,4799,0,0
15,4799,0.5,5
16,4799,10,8
17,4799,10,8
18,4799,2,4
19,4799,0.5,8
20,4799,0.5,5
20,4799,0,0
20,4799,0,0
1,4802,15,8
2,4802,0,4
2,4802,3,5
3,4802,1,5
3,4802,0.5,4
4,4802,0,18
4,4802,0.5,4
4,4802,1,5
5,4802,20,8
6,4802,0,4
6,4802,1,5
6,4802,4,5
7,4802,0,4
7,4802,3.5,8
7,4802,2.5,4
8,4802,1.5,4
9,4802,20,8
10,4802,0,0
10,4802,0,0
10,4802,30,8
11,4802,0.25,4
12,4802,0,0
12,4802,0,0
12,4802,6,8
13,4802,0,18
13,4802,1.5,4
14,4802,10,8
14,4802,12,8
14,4802,10,8
15,4802,0,4
15,4802,1,4
16,4802,4,5
17,4802,5,4
18,4802,20,8
18,4802,16,8
19,4802,2,8
19,4802,6,8
20,4802,2.75,4
1,4805,0.2,5
2,4805,0.3,5
2,4805,1,5
2,4805,0.25,5
3,4805,0.2,5
4,4805,0.25,5
4,4805,0.5,5
5,4805,1,5
6,4805,0.4,5
9,4805,0,5
10,4805,0.08,5
10,4805,0.13,5
11,4805,0.5,8
12,4805,0.25,5
12,4805,0.5,5
13,4805,0.2,5
15,4805,0.17,5
16,4805,0.17,5
16,4805,0.5,5
18,4805,0,5
18,4805,1,5
19,4805,0.2,5
19,4805,0,5
19,4805,0.5,5
20,4805,0.2,5
1,4809,4,5
1,4809,9.5,5
1,4809,0,0
1,4809,0,0
1,4809,0,0
1,4809,10,5
1,4809,9,5
1,4809,1.5,5
1,4809,30,8
2,4809,0.83,5
2,4809,0.2,5
2,4809,9,5
2,4809,3,5
2,4809,1,5
2,4809,4,5
3,4809,0.5,5
3,4809,3,5
4,4809,2,5
4,4809,1,5
4,4809,3,5
5,4809,4.5,5
5,4809,1,5
5,4809,1,5
5,4809,2.5,5
5,4809,1,5
5,4809,1,5
5,4809,4,5
5,4809,1,5
6,4809,1,5
6,4809,2,5
6,4809,9,8
7,4809,0.8,5
7,4809,1.5,5
9,4809,1.5,5
9,4809,1.38,5
9,4809,9,8
10,4809,8.5,5
10,4809,1.75,5
10,4809,2,5
10,4809,10,8
10,4809,25,8
11,4809,18,8
11,4809,10,8
11,4809,9,8
12,4809,9,8
12,4809,7,8
13,4809,20,8
13,4809,20,8
13,4809,15,8
14,4809,3,5
14,4809,3,4
15,4809,5,5
15,4809,8,8
15,4809,20,8
15,4809,20,8
16,4809,2,5
16,4809,4.5,5
16,4809,2.5,5
16,4809,1.5,5
17,4809,16,8
17,4809,30,8
17,4809,5,8
17,4809,5,8
18,4809,6,8
18,4809,0,8
18,4809,0.3,5
18,4809,5,8
18,4809,5,8
19,4809,55,8
19,4809,77,8
19,4809,2.84,5
19,4809,1,5
20,4809,5,5
20,4809,5,5
20,4809,2.75,5
20,4809,7.5,5
20,4809,3,5
20,4809,1,5
20,4809,1,5
20,4809,4,5
20,4809,1,5
20,4809,1,5
24,4809,5,5
24,4809,2,5
24,4809,1.5,5
24,4809,3,5
24,4809,3,5
1,4812,1.5,5
1,4812,0.5,5
1,4812,0.5,5
2,4812,0.25,5
2,4812,0.5,5
2,4812,0.5,5
2,4812,1,5
3,4812,0.5,5
3,4812,0.5,5
4,4812,16,8
4,4812,16,8
4,4812,20,8
5,4812,0.5,5
5,4812,1.75,5
5,4812,2,5
5,4812,1.05,5
6,4812,0.9,5
6,4812,1.8,5
6,4812,0.5,5
6,4812,1.9,5
6,4812,1.9,5
7,4812,0.5,5
7,4812,2,5
7,4812,2.5,5
8,4812,2,5
8,4812,1,5
9,4812,5,5
9,4812,4,5
9,4812,3.5,5
9,4812,2,5
9,4812,4,5
9,4812,2,5
10,4812,3,5
10,4812,2,5
10,4812,1.5,5
10,4812,2,5
10,4812,3,5
10,4812,2,5
10,4812,0.05,5
11,4812,5,5
11,4812,3,5
11,4812,2.5,5
11,4812,2,5
11,4812,1,5
11,4812,0.5,5
11,4812,10,5
11,4812,4,5
12,4812,5,8
12,4812,0.5,5
12,4812,1,5
12,4812,1,5
12,4812,1,5
13,4812,1,5
13,4812,1,5
13,4812,2.5,5
13,4812,2.5,5
14,4812,2,5
15,4812,2,5
15,4812,0.5,5
15,4812,0.5,5
16,4812,4,5
16,4812,1.5,5
17,4812,1,5
17,4812,1,5
18,4812,2,5
18,4812,1,5
19,4812,10,5
19,4812,10,5
19,4812,15,5
20,4812,1,5
20,4812,5,5
1,4815,1,5
1,4815,0,0
2,4815,3,5
2,4815,3,5
3,4815,1,5
4,4815,1,5
4,4815,1.5,5
5,4815,0.25,5
5,4815,0.3,5
5,4815,0.35,5
5,4815,0.3,5
5,4815,0.03,5
6,4815,2,5
6,4815,0.5,5
7,4815,0,0
7,4815,0,0
8,4815,3,5
9,4815,0.5,5
9,4815,0,0
9,4815,3,5
9,4815,1,5
9,4815,1,5
9,4815,0.25,5
11,4815,2,5
11,4815,2,5
11,4815,4,5
11,4815,9,5
12,4815,1.5,5
12,4815,3,5
13,4815,1,5
16,4815,1,5
17,4815,0,0
17,4815,0.25,5
17,4815,2,5
17,4815,0.5,5
18,4815,6,5
18,4815,6,5
19,4815,1,5
19,4815,0,0
20,4815,0.5,5
1,4819,1,5
2,4819,0.5,5
2,4819,1.5,5
3,4819,0.1,5
3,4819,2.5,5
3,4819,1,5
4,4819,0.5,5
4,4819,2,5
4,4819,1.5,5
4,4819,1,5
4,4819,1,5
5,4819,0.5,5
5,4819,1.5,5
5,4819,3,5
6,4819,0.25,5
6,4819,0.5,5
6,4819,0.5,5
7,4819,0.25,5
7,4819,1.5,5
8,4819,0.25,5
8,4819,0.75,5
9,4819,1.5,5
9,4819,1,5
10,4819,1.25,5
11,4819,1,5
11,4819,1,5
11,4819,1,5
12,4819,0.75,5
13,4819,1.5,5
13,4819,1.75,5
13,4819,0.5,5
14,4819,1,5
15,4819,0.5,5
15,4819,1.75,5
15,4819,1,5
16,4819,1.25,5
16,4819,1,5
16,4819,1,5
16,4819,1,5
17,4819,0.5,5
17,4819,1.75,5
17,4819,1,5
18,4819,1.25,5
18,4819,2.5,5
19,4819,0.25,5
19,4819,2,5
20,4819,0.75,5
20,4819,1.75,5
1,4822,6,12
1,4822,3,5
1,4822,10,8
2,4822,9,12
2,4822,5,5
2,4822,10,8
2,4822,6,8
3,4822,3,5
4,4822,8,12
4,4822,0,0
4,4822,30,8
4,4822,12,8
4,4822,0,0
5,4822,1,5
5,4822,1,5
6,4822,1,5
7,4822,1,5
7,4822,1,5
8,4822,4,12
8,4822,1,4
9,4822,8,12
9,4822,30,8
9,4822,1,4
9,4822,20,8
10,4822,3,12
10,4822,45,8
10,4822,8,8
10,4822,4,4
12,4822,2,12
12,4822,45,8
13,4822,4,12
13,4822,25,8
13,4822,0,0
13,4822,10,8
14,4822,4,12
14,4822,48,8
14,4822,2,4
15,4822,4,12
15,4822,2,4
15,4822,6,8
15,4822,1,4
16,4822,4,12
16,4822,35,8
16,4822,15,8
17,4822,3,12
17,4822,6,8
18,4822,4,12
18,4822,15,8
18,4822,2,4
18,4822,1,4
1,4825,0.5,5
1,4825,0.5,5
4,4825,1,5
4,4825,0.5,5
5,4825,0,0
5,4825,1,5
5,4825,1,5
6,4825,0,0
6,4825,4,8
7,4825,0.5,5
7,4825,0.5,5
8,4825,0,0
9,4825,0.25,5
9,4825,0.25,0
10,4825,0.5,5
10,4825,0,0
11,4825,0.5,5
11,4825,0.5,5
12,4825,0.5,5
12,4825,1,5
13,4825,0,0
13,4825,0.5,5
13,4825,1,5
14,4825,0.5,5
14,4825,0.5,5
15,4825,0.5,5
15,4825,0.5,5
16,4825,0.5,5
16,4825,1,5
17,4825,0.5,5
17,4825,1,5
18,4825,3.5,5
18,4825,1,5
18,4825,0,0
19,4825,2,5
19,4825,1,5
19,4825,0.5,5
20,4825,0.5,5
21,4825,1,5
21,4825,0.5,5
23,4825,0,0
23,4825,0.5,0
1,4829,0,0
2,4829,0,0
2,4829,0,0
2,4829,0,0
3,4829,0,0
3,4829,0,0
4,4829,0,0
5,4829,0,0
5,4829,0,0
6,4829,0,0
6,4829,0,0
8,4829,0,0
8,4829,0,0
9,4829,0,0
9,4829,0,0
10,4829,0,0
11,4829,0,0
11,4829,0,0
12,4829,0,0
13,4829,0,0
13,4829,0,0
14,4829,0,0
14,4829,0,0
15,4829,0,0
15,4829,0,0
16,4829,0,0
17,4829,0,0
18,4829,0,0
19,4829,0,0
19,4829,0,0
20,4829,0,0
20,4829,0,0
1,4832,1,4
1,4832,0.25,5
1,4832,0.5,5
2,4832,0.5,5
3,4832,1,5
3,4832,1,5
4,4832,1,4
4,4832,1,5
5,4832,0.5,5
5,4832,0.5,5
6,4832,0.5,5
6,4832,0.75,5
7,4832,0.75,5
7,4832,1,5
7,4832,1,5
8,4832,1,5
8,4832,1,5
10,4832,0.5,5
10,4832,0,5
11,4832,0.75,5
12,4832,0.5,5
12,4832,1,5
12,4832,1,4
13,4832,0,0
13,4832,0.5,5
14,4832,0,0
16,4832,0,0
16,4832,1,5
18,4832,0,0
18,4832,0,0
19,4832,3,5
19,4832,0.75,5
19,4832,0,0
20,4832,2,5
20,4832,1,5
20,4832,2,4
1,4835,1,5
1,4835,1,5
1,4835,0.75,5
5,4835,1,5
7,4835,0.75,5
8,4835,11.5,9
11,4835,0.75,5
13,4835,0.75,5
17,4835,0,0
20,4835,0.75,5
20,4835,0,0
1,4839,0,0
1,4839,0,0
1,4839,0,0
2,4839,0,0
2,4839,0,0
2,4839,0,0
2,4839,0,0
2,4839,0,0
3,4839,0,0
3,4839,0,0
4,4839,0,0
4,4839,10,5
4,4839,0,0
4,4839,2,5
5,4839,0,0
5,4839,0,0
5,4839,0,0
5,4839,0,0
6,4839,0,0
6,4839,0,0
6,4839,0,0
6,4839,0,0
7,4839,0,0
7,4839,0,0
7,4839,0,0
7,4839,0,0
8,4839,0,0
8,4839,0,0
8,4839,0,0
9,4839,0.5,5
9,4839,2,5
9,4839,5,5
10,4839,2,5
10,4839,2.5,5
10,4839,4.5,5
11,4839,2,5
11,4839,0,0
11,4839,0,0
12,4839,0,0
12,4839,0,0
12,4839,0,0
12,4839,0,0
12,4839,0,0
13,4839,0,0
13,4839,0,0
13,4839,0,0
13,4839,0,0
13,4839,0,0
14,4839,1,5
14,4839,1.5,5
14,4839,2,5
14,4839,3,5
15,4839,0,0
15,4839,0,0
15,4839,0,0
15,4839,0,0
16,4839,0,0
16,4839,0,0
17,4839,4,5
17,4839,12,5
18,4839,1,5
18,4839,2,5
18,4839,4,5
19,4839,0,0
19,4839,0,0
19,4839,0,0
19,4839,0,0
20,4839,0,0
20,4839,0,0
20,4839,0,0
1,4842,1.5,5
1,4842,1.5,5
1,4842,2,5
2,4842,1.5,5
2,4842,1.5,5
3,4842,2,5
3,4842,2,5
3,4842,1,4
4,4842,2,5
4,4842,0,0
4,4842,1.5,5
4,4842,1.5,5
5,4842,4,5
5,4842,1.5,5
6,4842,2,5
6,4842,1.5,5
6,4842,1,5
7,4842,1.74980057982641e+100,1.74980057982641e+100
7,4842,1,5
7,4842,1,5
7,4842,1.5,5
7,4842,0,0
8,4842,0.5,5
8,4842,2,5
8,4842,0.5,5
8,4842,2,5
8,4842,1,4
10,4842,1.5,5
10,4842,1.5,5
11,4842,1.5,5
11,4842,1,5
12,4842,0.5,5
12,4842,0.5,5
12,4842,0.5,5
12,4842,0,0
14,4842,1,5
14,4842,2.5,5
14,4842,0.5,5
16,4842,1.5,5
16,4842,1,5
17,4842,2,5
17,4842,2,5
19,4842,3.5,5
19,4842,2.5,5
19,4842,1,5
20,4842,1,4
20,4842,1,5
20,4842,2,5
1,4845,1,5
1,4845,1.5,5
2,4845,14,5
6,4845,4,5
10,4845,1,4
10,4845,1,4
11,4845,1,4
13,4845,1.5,4
14,4845,2,4
16,4845,2,5
18,4845,1,4
20,4845,2,4
20,4845,3,4
20,4845,0.5,5
23,4845,1,4
25,4845,0.5,5
1,4849,0,0
1,4849,0,0
1,4849,0,0
1,4849,0,0
2,4849,0,0
2,4849,0,0
2,4849,0,0
3,4849,0.8,5
4,4849,1,5
4,4849,1.5,5
4,4849,2,5
4,4849,2,5
6,4849,0.75,5
7,4849,0,0
7,4849,0,0
7,4849,0,0
8,4849,0,0
8,4849,0,0
9,4849,10,4
9,4849,3,4
10,4849,0,0
10,4849,0,0
10,4849,0,0
11,4849,5,5
11,4849,2,5
11,4849,2,5
11,4849,2,5
12,4849,1,5
12,4849,1.5,5
12,4849,2,5
12,4849,2,5
13,4849,0,0
13,4849,0,0
13,4849,0,0
13,4849,0,0
14,4849,4,5
14,4849,3,5
14,4849,8,5
14,4849,5,5
15,4849,0,0
15,4849,0,0
15,4849,0,0
15,4849,0,0
16,4849,0,0
16,4849,0,0
16,4849,0,0
17,4849,0,0
17,4849,0,0
17,4849,0,0
18,4849,3,5
18,4849,2,5
18,4849,3,5
18,4849,3,5
19,4849,3,5
19,4849,1,5
19,4849,3,5
19,4849,3,5
20,4849,5,5
20,4849,1,5
20,4849,5,5
20,4849,5,5
1,4852,4,5
1,4852,2,5
1,4852,3,5
2,4852,1,5
2,4852,1,5
2,4852,0.5,5
3,4852,2,5
3,4852,0.2,5
3,4852,0.2,5
3,4852,0,5
3,4852,0,5
4,4852,5,5
4,4852,2,5
4,4852,2,5
4,4852,0.63,5
5,4852,3,5
5,4852,4,5
5,4852,0,5
6,4852,2,5
6,4852,2,5
6,4852,3,5
6,4852,4,5
6,4852,1,5
6,4852,0.7,5
7,4852,7,5
7,4852,6,5
7,4852,2,5
7,4852,0,5
8,4852,0.5,5
8,4852,0.05,5
8,4852,0.75,5
9,4852,3,5
9,4852,0.5,5
9,4852,2,5
10,4852,7,5
10,4852,5,5
10,4852,1,5
11,4852,6,5
11,4852,3,5
11,4852,0.63,5
11,4852,1,5
12,4852,1.5,5
12,4852,2,5
12,4852,0,5
13,4852,3,5
13,4852,2,5
13,4852,0.75,5
13,4852,1,5
13,4852,0,5
14,4852,7,5
14,4852,3,5
14,4852,1,5
14,4852,3,5
15,4852,2,5
15,4852,3,5
15,4852,0.5,5
15,4852,1,5
15,4852,1,5
16,4852,2,5
16,4852,2,5
16,4852,1.25,5
16,4852,2,5
16,4852,0,5
17,4852,2,5
17,4852,1,5
17,4852,0.7,5
17,4852,1,5
18,4852,20,5
18,4852,6,5
18,4852,0.5,5
18,4852,2,5
18,4852,0,0
19,4852,6,5
19,4852,2,5
19,4852,2,5
19,4852,1,5
19,4852,2,5
19,4852,0,5
20,4852,4,5
20,4852,3,5
20,4852,1,5
20,4852,0,5
20,4852,0,5
1,4855,0,0
1,4855,0.6,5
1,4855,1.6,5
1,4855,1.4,5
2,4855,0.5,5
2,4855,1,5
2,4855,1,5
3,4855,4,5
3,4855,0.8,5
3,4855,0.8,5
3,4855,0.9,5
4,4855,3,5
4,4855,2.5,5
4,4855,1,5
4,4855,0.3,5
5,4855,1,5
5,4855,0.9,5
5,4855,0.4,5
5,4855,0.4,5
6,4855,1,5
6,4855,2,5
6,4855,2,5
6,4855,0.1,5
7,4855,3,5
7,4855,4,5
7,4855,0.3,5
7,4855,0.1,5
8,4855,0.5,5
8,4855,3,5
8,4855,2,5
8,4855,0,5
