nh,clust,Own_operate_farm,Fish_process_for_sale,Operate_own_business
21,4632,1,2,2
22,4632,1,2,1
24,4632,1,2,1
1,4635,1,1,2
2,4635,1,1,2
3,4635,1,1,1
4,4635,1,1,2
5,4635,1,1,2
6,4635,1,2,1
7,4635,1,1,2
8,4635,1,1,2
9,4635,1,1,2
10,4635,1,2,2
11,4635,1,1,2
12,4635,1,2,2
13,4635,1,1,2
14,4635,1,1,2
15,4635,1,1,2
18,4635,1,2,2
19,4635,1,1,2
20,4635,1,2,2
21,4635,1,1,2
22,4635,2,2,2
1,4639,1,2,1
2,4639,1,2,2
3,4639,1,1,2
4,4639,1,1,2
5,4639,1,2,2
6,4639,1,1,1
7,4639,1,1,1
9,4639,1,1,2
10,4639,1,2,1
11,4639,1,1,1
12,4639,1,1,2
13,4639,1,1,1
14,4639,1,1,1
15,4639,1,1,2
16,4639,1,1,2
17,4639,1,2,1
18,4639,1,2,2
19,4639,1,2,1
20,4639,1,1,1
23,4639,1,1,1
1,4642,1,1,1
2,4642,1,1,1
3,4642,1,1,2
4,4642,1,1,1
5,4642,1,1,2
6,4642,1,1,2
7,4642,1,1,2
8,4642,1,1,2
9,4642,1,1,2
10,4642,2,2,2
11,4642,1,1,1
12,4642,1,1,1
13,4642,1,1,1
14,4642,1,1,1
15,4642,1,1,2
16,4642,1,1,1
17,4642,1,1,2
18,4642,1,1,2
19,4642,1,1,2
20,4642,1,1,1
1,4645,1,1,2
2,4645,1,2,1
4,4645,1,1,2
5,4645,1,1,2
7,4645,1,1,1
8,4645,1,2,2
9,4645,2,1,1
10,4645,1,1,1
11,4645,1,1,1
12,4645,1,1,1
13,4645,1,1,1
15,4645,1,1,2
16,4645,1,1,1
18,4645,1,1,2
19,4645,1,1,1
20,4645,1,1,1
22,4645,2,1,1
23,4645,1,1,1
24,4645,1,1,2
25,4645,1,1,1
1,4649,1,1,2
2,4649,1,1,2
3,4649,1,1,2
4,4649,1,1,2
5,4649,1,1,1
6,4649,1,1,1
7,4649,1,1,1
8,4649,1,1,1
9,4649,2,1,1
10,4649,1,1,2
11,4649,1,1,2
12,4649,1,1,1
13,4649,1,1,2
14,4649,1,1,2
15,4649,1,1,1
16,4649,1,1,1
17,4649,1,1,2
18,4649,1,1,2
19,4649,1,1,2
20,4649,1,1,2
1,4652,1,2,1
2,4652,1,2,2
3,4652,1,2,1
4,4652,1,2,2
5,4652,2,2,2
6,4652,1,1,1
7,4652,1,2,2
8,4652,1,2,2
9,4652,1,2,1
10,4652,1,2,2
11,4652,1,2,2
12,4652,1,2,2
13,4652,1,2,2
14,4652,1,2,1
15,4652,1,2,2
16,4652,1,2,2
17,4652,1,2,2
19,4652,1,2,2
20,4652,1,2,2
21,4652,1,2,2
1,4655,1,1,2
2,4655,1,1,2
3,4655,1,2,2
4,4655,2,2,2
5,4655,1,1,2
6,4655,2,2,2
7,4655,1,1,2
8,4655,1,2,2
9,4655,1,1,2
10,4655,1,1,1
11,4655,1,1,2
12,4655,1,1,2
13,4655,1,1,2
14,4655,1,1,2
15,4655,1,1,2
16,4655,1,1,2
17,4655,1,1,2
18,4655,2,2,1
19,4655,2,2,2
20,4655,1,1,2
1,4659,1,2,1
2,4659,2,2,1
3,4659,1,2,2
4,4659,1,2,1
5,4659,1,1,1
6,4659,1,2,1
7,4659,1,1,2
8,4659,2,2,2
9,4659,1,2,2
10,4659,1,2,1
11,4659,2,2,1
12,4659,2,2,1
13,4659,1,2,1
14,4659,2,2,2
15,4659,1,2,2
16,4659,1,1,1
17,4659,2,2,1
18,4659,2,1,2
19,4659,2,2,1
20,4659,1,2,1
1,4662,2,2,2
2,4662,2,2,1
3,4662,2,2,1
4,4662,1,2,2
5,4662,2,2,1
6,4662,2,2,1
7,4662,2,2,1
8,4662,2,2,2
9,4662,2,2,1
11,4662,1,2,1
12,4662,1,2,1
13,4662,2,2,1
14,4662,2,2,2
15,4662,1,2,2
16,4662,1,2,1
17,4662,2,2,2
18,4662,1,2,1
19,4662,2,2,1
20,4662,2,2,1
21,4662,2,2,1
1,4665,2,2,1
2,4665,2,2,2
3,4665,1,1,1
4,4665,1,1,2
5,4665,1,2,1
6,4665,1,2,1
7,4665,2,2,1
8,4665,2,2,1
9,4665,2,2,2
10,4665,1,1,1
11,4665,2,2,2
12,4665,2,2,1
13,4665,1,2,1
14,4665,1,2,1
15,4665,1,1,1
16,4665,1,1,1
17,4665,1,2,1
18,4665,1,1,1
19,4665,1,1,1
20,4665,1,1,1
1,4669,2,2,1
2,4669,2,2,1
3,4669,2,2,1
4,4669,2,2,1
5,4669,2,2,1
6,4669,1,2,1
7,4669,1,1,1
8,4669,2,2,1
9,4669,2,2,2
10,4669,1,2,1
11,4669,1,1,2
12,4669,2,2,1
13,4669,2,2,1
14,4669,2,2,1
15,4669,2,2,2
16,4669,2,2,1
17,4669,2,2,1
18,4669,2,1,2
20,4669,2,1,2
21,4669,2,2,1
1,4672,1,2,1
2,4672,1,2,2
3,4672,2,2,1
4,4672,1,2,2
5,4672,1,2,1
6,4672,1,2,1
7,4672,1,2,1
9,4672,1,1,1
10,4672,1,2,2
11,4672,1,2,2
12,4672,1,1,1
13,4672,1,2,2
14,4672,1,2,2
15,4672,1,2,1
16,4672,1,2,2
17,4672,1,2,2
18,4672,1,2,1
19,4672,1,2,1
20,4672,1,2,2
21,4672,1,2,1
1,4675,1,1,2
2,4675,2,2,1
3,4675,1,2,2
4,4675,1,1,2
5,4675,1,1,1
6,4675,1,1,1
7,4675,1,1,1
8,4675,1,1,2
9,4675,1,1,1
10,4675,1,1,1
11,4675,1,1,2
12,4675,1,1,2
13,4675,1,1,1
14,4675,1,1,1
15,4675,1,1,1
16,4675,1,1,1
18,4675,1,1,1
19,4675,1,1,1
20,4675,1,1,2
21,4675,1,1,2
1,4679,2,1,1
2,4679,2,2,2
4,4679,1,1,1
5,4679,2,1,1
6,4679,1,1,1
7,4679,2,1,1
8,4679,2,1,1
9,4679,1,1,1
10,4679,1,1,1
11,4679,2,1,2
12,4679,2,2,1
13,4679,1,1,1
14,4679,1,1,1
15,4679,1,1,1
16,4679,2,1,1
17,4679,2,1,2
18,4679,2,1,1
19,4679,1,1,1
22,4679,1,1,2
24,4679,1,1,1
1,4682,2,2,2
2,4682,2,2,2
3,4682,2,2,1
4,4682,2,2,1
5,4682,2,2,1
6,4682,2,2,1
7,4682,2,2,2
8,4682,2,2,2
9,4682,1,2,2
10,4682,2,2,1
11,4682,2,2,2
12,4682,2,1,2
13,4682,2,2,1
14,4682,2,2,1
15,4682,1,2,1
16,4682,2,2,1
17,4682,2,2,1
18,4682,2,2,1
19,4682,2,2,2
20,4682,2,1,2
1,4685,1,1,1
2,4685,2,2,1
3,4685,1,1,1
5,4685,1,1,2
6,4685,1,1,1
7,4685,1,1,2
8,4685,1,1,2
9,4685,2,2,1
10,4685,1,1,2
12,4685,2,1,2
13,4685,1,1,1
14,4685,1,1,2
15,4685,2,1,1
16,4685,1,2,2
17,4685,1,1,2
18,4685,2,2,2
19,4685,1,1,1
23,4685,2,1,1
24,4685,1,1,1
25,4685,2,1,2
1,4689,1,1,1
2,4689,2,2,1
3,4689,1,1,1
4,4689,1,1,1
5,4689,1,1,1
6,4689,1,1,2
7,4689,2,1,2
8,4689,1,1,2
9,4689,2,1,1
10,4689,2,2,2
11,4689,2,1,2
12,4689,2,1,2
13,4689,2,1,1
14,4689,2,1,1
15,4689,1,1,1
16,4689,1,1,1
18,4689,2,1,1
19,4689,2,1,1
20,4689,2,2,2
21,4689,1,1,2
1,4692,1,2,1
2,4692,1,2,1
3,4692,2,2,1
4,4692,1,2,2
5,4692,1,1,1
6,4692,1,1,2
7,4692,2,2,2
8,4692,1,2,2
9,4692,1,1,2
10,4692,1,2,2
11,4692,2,2,2
12,4692,2,2,1
13,4692,2,1,2
14,4692,1,1,2
15,4692,1,2,2
16,4692,1,2,1
18,4692,2,2,1
19,4692,1,2,2
20,4692,1,1,2
21,4692,1,1,2
1,4695,1,1,1
2,4695,1,1,1
3,4695,2,1,1
4,4695,1,1,1
5,4695,1,1,1
6,4695,2,1,1
7,4695,1,1,1
8,4695,1,1,1
9,4695,1,1,2
10,4695,1,1,1
11,4695,1,1,1
12,4695,1,1,1
13,4695,1,1,1
14,4695,1,1,1
16,4695,1,1,1
17,4695,1,1,2
18,4695,1,1,1
19,4695,2,1,1
20,4695,1,1,1
22,4695,1,1,1
1,4699,1,1,1
2,4699,1,1,2
3,4699,1,1,2
4,4699,1,1,1
5,4699,1,1,1
6,4699,1,2,2
7,4699,2,2,2
8,4699,1,1,1
9,4699,1,1,1
10,4699,2,2,1
11,4699,1,1,1
12,4699,1,1,1
13,4699,1,1,1
14,4699,1,1,1
15,4699,1,1,1
16,4699,2,2,1
17,4699,1,1,2
18,4699,1,2,2
19,4699,2,2,1
22,4699,1,1,1
1,4702,2,1,2
3,4702,2,1,2
4,4702,2,2,2
5,4702,2,2,1
6,4702,2,1,1
7,4702,2,2,1
8,4702,2,1,2
10,4702,2,2,2
11,4702,2,2,2
12,4702,2,1,2
13,4702,1,1,1
14,4702,2,2,1
15,4702,2,1,1
17,4702,2,2,1
18,4702,2,1,2
20,4702,1,2,1
21,4702,2,1,1
22,4702,2,1,1
23,4702,2,2,2
25,4702,2,2,1
1,4705,2,2,1
2,4705,2,2,1
3,4705,2,2,2
4,4705,2,1,2
5,4705,2,2,1
6,4705,2,1,2
7,4705,2,1,1
8,4705,2,1,1
9,4705,2,1,1
10,4705,2,1,2
11,4705,2,1,1
12,4705,2,1,1
13,4705,2,1,1
14,4705,2,1,1
15,4705,2,1,2
16,4705,2,1,1
17,4705,1,1,1
18,4705,2,1,2
19,4705,2,1,1
20,4705,2,1,1
1,4709,2,2,2
2,4709,2,2,1
3,4709,2,2,1
4,4709,2,1,1
5,4709,2,1,2
6,4709,2,2,2
7,4709,2,2,2
8,4709,2,2,1
9,4709,2,1,1
10,4709,2,2,1
11,4709,2,2,2
12,4709,2,1,2
13,4709,2,1,1
14,4709,2,1,1
15,4709,2,2,1
16,4709,2,1,1
17,4709,2,2,2
18,4709,2,1,2
19,4709,2,2,1
21,4709,2,2,2
1,4712,2,2,2
2,4712,2,1,1
3,4712,2,1,1
4,4712,2,1,1
5,4712,2,1,1
6,4712,2,2,1
7,4712,2,1,1
8,4712,2,1,1
9,4712,2,2,1
10,4712,2,2,2
11,4712,2,2,2
12,4712,2,1,1
13,4712,2,1,1
14,4712,2,1,1
15,4712,2,2,2
16,4712,2,1,2
17,4712,1,1,2
18,4712,2,2,2
19,4712,2,1,1
20,4712,2,1,1
1,4715,2,2,1
2,4715,2,2,2
3,4715,1,1,2
4,4715,2,2,1
5,4715,2,2,1
6,4715,2,2,1
7,4715,2,1,1
8,4715,1,2,2
9,4715,2,2,1
10,4715,2,2,1
11,4715,2,2,1
12,4715,2,1,1
13,4715,1,1,1
14,4715,2,1,2
16,4715,2,2,1
17,4715,1,1,1
18,4715,2,2,1
19,4715,2,1,2
20,4715,2,2,2
21,4715,2,2,2
1,4719,2,1,2
2,4719,2,1,1
4,4719,2,1,2
6,4719,2,1,2
7,4719,2,2,1
8,4719,2,1,1
9,4719,2,1,2
10,4719,2,1,1
11,4719,2,1,1
12,4719,2,1,1
13,4719,2,2,1
14,4719,2,1,1
15,4719,2,1,2
16,4719,2,1,2
17,4719,2,2,2
18,4719,2,1,1
19,4719,2,2,2
20,4719,2,1,1
22,4719,2,1,2
23,4719,2,1,2
1,4722,2,2,2
2,4722,2,1,1
3,4722,2,1,2
4,4722,2,1,1
5,4722,2,2,2
6,4722,2,1,1
7,4722,2,1,1
8,4722,2,1,2
9,4722,2,2,1
10,4722,2,2,1
11,4722,2,1,2
12,4722,2,1,1
16,4722,2,2,2
17,4722,2,2,2
18,4722,2,1,1
19,4722,2,1,2
20,4722,1,2,2
21,4722,2,2,2
22,4722,2,1,2
25,4722,2,1,2
1,4725,2,2,1
2,4725,2,2,1
3,4725,2,2,2
4,4725,2,2,1
5,4725,2,2,1
6,4725,2,2,1
7,4725,2,2,2
8,4725,2,2,1
9,4725,2,2,1
10,4725,2,1,2
11,4725,2,2,1
12,4725,2,1,1
13,4725,2,2,2
14,4725,2,2,2
15,4725,2,2,1
16,4725,2,2,2
17,4725,2,2,1
18,4725,2,2,2
19,4725,2,1,1
24,4725,2,2,2
1,4729,2,2,2
3,4729,2,1,1
4,4729,2,2,2
5,4729,2,2,2
7,4729,2,1,1
10,4729,2,2,2
11,4729,2,1,2
12,4729,2,2,1
13,4729,1,1,1
14,4729,2,1,1
15,4729,2,1,1
16,4729,2,1,1
17,4729,2,1,1
18,4729,2,1,1
19,4729,1,1,2
20,4729,1,2,2
21,4729,1,2,1
22,4729,2,2,1
23,4729,2,2,2
24,4729,2,2,2
1,4732,2,1,2
2,4732,2,2,1
3,4732,2,2,1
4,4732,2,2,2
5,4732,2,1,1
6,4732,2,1,2
7,4732,2,1,1
8,4732,2,2,1
9,4732,2,2,1
10,4732,2,2,2
11,4732,2,1,1
12,4732,1,1,2
13,4732,2,1,1
14,4732,2,2,1
15,4732,2,1,1
16,4732,2,1,1
17,4732,2,2,1
18,4732,2,2,1
19,4732,2,2,1
20,4732,1,1,1
1,4735,2,2,2
2,4735,2,2,2
3,4735,2,2,1
4,4735,2,2,1
5,4735,2,2,1
6,4735,2,2,2
7,4735,2,2,1
8,4735,2,2,1
9,4735,2,2,1
10,4735,1,2,1
11,4735,2,2,1
14,4735,2,2,2
15,4735,1,2,2
16,4735,1,2,2
17,4735,2,2,1
18,4735,2,2,1
19,4735,2,2,1
20,4735,2,2,1
22,4735,2,2,1
23,4735,2,1,2
1,4739,2,1,1
2,4739,2,1,2
3,4739,2,2,1
4,4739,2,1,2
5,4739,2,2,1
7,4739,2,2,1
8,4739,2,2,2
9,4739,2,2,2
10,4739,1,1,1
11,4739,2,2,2
12,4739,2,2,1
13,4739,1,1,1
14,4739,2,2,2
15,4739,1,2,2
16,4739,2,2,1
17,4739,2,2,1
18,4739,2,2,1
19,4739,1,2,1
20,4739,1,1,1
22,4739,2,2,2
1,4742,2,2,2
2,4742,2,2,1
3,4742,2,2,2
4,4742,1,1,2
5,4742,2,2,1
6,4742,2,2,1
7,4742,2,2,2
8,4742,2,2,2
9,4742,2,2,2
10,4742,2,2,1
11,4742,2,2,1
12,4742,2,2,1
13,4742,2,2,2
14,4742,2,2,2
15,4742,2,2,2
16,4742,2,2,2
17,4742,2,2,2
18,4742,2,2,2
19,4742,2,2,2
20,4742,2,2,1
1,4745,1,1,2
2,4745,2,1,2
3,4745,2,1,2
4,4745,2,1,2
5,4745,1,1,1
6,4745,1,1,1
7,4745,2,2,1
8,4745,1,1,1
9,4745,2,1,1
10,4745,1,1,1
11,4745,1,1,1
12,4745,1,1,2
13,4745,1,1,2
14,4745,2,2,1
15,4745,2,1,2
17,4745,1,1,2
18,4745,2,2,2
19,4745,1,1,1
20,4745,1,1,2
21,4745,2,1,1
1,4750,2,2,2
3,4750,1,2,1
5,4750,1,2,1
6,4750,2,2,1
7,4750,1,2,1
8,4750,1,2,2
9,4750,1,2,1
10,4750,1,2,2
11,4750,2,2,1
12,4750,1,2,2
13,4750,2,2,2
14,4750,2,2,1
15,4750,1,1,1
16,4750,1,2,1
17,4750,2,2,1
18,4750,2,2,2
20,4750,2,2,2
22,4750,2,2,2
24,4750,1,2,2
25,4750,2,2,1
1,4752,1,1,2
2,4752,1,1,1
3,4752,1,2,2
4,4752,1,1,2
5,4752,1,1,1
6,4752,1,2,2
8,4752,2,1,2
9,4752,2,1,1
10,4752,2,1,2
11,4752,1,1,1
12,4752,1,2,2
13,4752,1,2,2
14,4752,1,2,2
15,4752,1,1,1
16,4752,1,2,2
17,4752,1,1,2
18,4752,1,1,2
19,4752,1,1,1
20,4752,1,2,2
22,4752,1,2,2
1,4755,1,2,1
2,4755,1,1,1
3,4755,2,1,2
4,4755,2,2,2
5,4755,1,2,1
6,4755,2,2,1
7,4755,1,2,1
8,4755,1,2,1
9,4755,1,1,1
10,4755,1,2,1
11,4755,1,1,1
12,4755,1,2,1
13,4755,1,2,1
14,4755,1,2,1
15,4755,1,2,1
16,4755,1,2,1
17,4755,1,1,2
18,4755,1,1,1
19,4755,1,2,1
20,4755,2,2,1
1,4759,1,2,1
2,4759,2,2,1
3,4759,2,2,1
4,4759,1,2,1
5,4759,1,2,1
6,4759,1,2,1
7,4759,2,2,1
8,4759,1,2,1
9,4759,2,2,1
10,4759,2,2,1
11,4759,2,2,1
12,4759,1,2,2
13,4759,1,2,1
14,4759,1,2,1
15,4759,1,2,1
16,4759,1,2,2
17,4759,1,2,2
18,4759,1,2,1
19,4759,1,2,2
20,4759,1,2,2
1,4762,1,2,2
2,4762,1,2,1
3,4762,1,2,2
4,4762,2,2,2
5,4762,2,2,2
6,4762,1,2,2
9,4762,2,2,2
10,4762,2,2,1
11,4762,1,2,1
12,4762,2,2,2
13,4762,1,2,2
14,4762,1,2,2
15,4762,1,2,2
16,4762,1,2,2
17,4762,2,2,1
18,4762,1,2,1
19,4762,1,1,1
20,4762,2,2,1
21,4762,2,2,2
22,4762,1,2,2
1,4765,1,2,2
2,4765,1,2,2
3,4765,2,2,2
4,4765,1,2,2
5,4765,1,2,1
6,4765,1,2,1
7,4765,2,2,1
8,4765,2,2,1
9,4765,2,2,1
10,4765,2,2,2
11,4765,2,2,2
12,4765,1,2,1
14,4765,1,1,1
15,4765,2,2,1
16,4765,1,2,1
17,4765,1,2,2
20,4765,2,2,1
21,4765,2,2,1
22,4765,2,2,1
23,4765,2,2,2
1,4769,2,2,2
2,4769,2,2,2
3,4769,2,2,1
4,4769,2,2,2
5,4769,2,1,1
6,4769,2,2,1
7,4769,2,1,2
9,4769,2,2,1
10,4769,2,1,1
11,4769,2,2,1
12,4769,2,2,2
13,4769,2,2,2
14,4769,2,2,1
16,4769,2,2,2
17,4769,2,2,2
18,4769,1,2,2
19,4769,2,2,2
21,4769,2,2,2
22,4769,2,2,1
23,4769,2,2,2
1,4772,1,1,1
2,4772,1,1,2
3,4772,2,2,2
4,4772,1,1,2
5,4772,1,1,2
6,4772,1,1,1
7,4772,1,1,2
8,4772,1,1,2
9,4772,1,1,1
10,4772,2,1,1
11,4772,2,2,2
12,4772,1,1,1
13,4772,1,1,2
14,4772,1,1,2
15,4772,1,2,2
16,4772,1,1,2
17,4772,2,2,2
18,4772,1,1,2
19,4772,2,2,1
20,4772,1,1,2
1,4775,1,2,2
2,4775,1,2,1
3,4775,1,2,1
4,4775,1,1,2
5,4775,1,2,2
6,4775,1,2,1
7,4775,2,2,2
8,4775,2,1,2
9,4775,1,2,2
10,4775,1,2,1
11,4775,2,2,2
12,4775,1,2,2
13,4775,1,2,1
14,4775,1,2,2
15,4775,1,2,1
16,4775,1,1,2
17,4775,1,2,2
18,4775,2,2,1
19,4775,1,2,2
20,4775,1,2,2
1,4779,2,2,1
2,4779,1,1,1
3,4779,1,1,1
4,4779,1,1,1
5,4779,1,1,1
6,4779,1,1,1
7,4779,1,1,1
8,4779,1,1,1
9,4779,2,2,2
10,4779,2,1,1
11,4779,1,1,2
12,4779,2,2,1
13,4779,1,1,1
14,4779,1,1,1
15,4779,1,1,2
16,4779,1,1,1
17,4779,1,1,1
18,4779,1,1,1
19,4779,1,1,1
20,4779,1,1,2
1,4782,1,1,2
2,4782,1,1,1
3,4782,1,1,2
4,4782,1,1,2
5,4782,1,1,2
6,4782,1,1,1
7,4782,1,1,1
8,4782,1,1,1
9,4782,1,1,2
10,4782,1,1,1
11,4782,1,1,1
12,4782,1,1,2
13,4782,1,1,2
14,4782,1,1,2
15,4782,1,1,1
16,4782,1,1,2
17,4782,1,1,2
18,4782,1,1,1
19,4782,1,1,2
20,4782,1,1,2
1,4785,1,1,2
2,4785,1,1,2
4,4785,1,1,2
5,4785,1,1,2
6,4785,1,1,1
7,4785,1,1,2
8,4785,1,1,2
10,4785,1,1,2
11,4785,1,1,2
12,4785,1,1,2
13,4785,1,1,2
14,4785,1,1,1
15,4785,1,1,2
16,4785,1,1,2
17,4785,1,1,2
19,4785,1,1,1
20,4785,1,1,1
21,4785,1,1,1
22,4785,1,1,1
23,4785,1,1,1
1,4790,1,1,2
3,4790,1,1,1
4,4790,1,1,1
7,4790,1,1,2
8,4790,1,1,1
9,4790,2,2,1
10,4790,1,2,2
11,4790,1,1,2
12,4790,1,1,1
14,4790,1,1,1
16,4790,1,2,2
17,4790,1,2,2
18,4790,1,1,2
19,4790,1,2,1
20,4790,1,1,2
21,4790,1,2,2
22,4790,1,2,2
23,4790,1,1,2
24,4790,1,1,2
25,4790,1,2,2
1,4792,1,1,2
2,4792,1,1,2
3,4792,1,1,2
4,4792,1,1,1
5,4792,1,1,1
6,4792,1,1,1
7,4792,1,1,1
8,4792,1,1,1
9,4792,1,1,2
10,4792,1,1,2
11,4792,1,1,2
12,4792,1,1,1
13,4792,1,1,1
14,4792,1,1,1
15,4792,1,1,2
16,4792,1,1,2
17,4792,1,1,1
18,4792,1,1,1
19,4792,1,1,1
20,4792,1,1,1
1,4795,1,1,2
2,4795,1,1,1
3,4795,1,1,2
4,4795,1,1,1
5,4795,1,1,1
6,4795,1,1,1
7,4795,1,1,1
8,4795,2,2,2
9,4795,1,1,1
10,4795,1,1,1
11,4795,1,1,1
12,4795,2,1,2
13,4795,1,1,2
14,4795,1,1,2
15,4795,1,1,1
16,4795,1,1,2
17,4795,1,1,1
18,4795,1,1,1
19,4795,1,1,1
20,4795,1,1,1
1,4799,1,1,1
2,4799,1,1,2
3,4799,1,1,1
4,4799,1,1,2
5,4799,1,1,1
6,4799,1,1,2
7,4799,1,1,2
8,4799,1,1,2
9,4799,1,1,1
10,4799,1,1,1
11,4799,1,1,2
12,4799,1,1,1
13,4799,1,1,2
14,4799,1,1,1
15,4799,1,1,1
16,4799,1,1,1
17,4799,1,1,2
18,4799,1,1,1
19,4799,1,1,1
20,4799,1,1,1
1,4802,1,1,2
2,4802,1,1,2
3,4802,1,1,2
4,4802,1,1,2
5,4802,1,1,1
6,4802,1,1,1
7,4802,1,1,1
8,4802,1,1,2
9,4802,1,1,2
10,4802,1,1,2
11,4802,1,1,1
12,4802,1,1,2
13,4802,1,1,2
14,4802,1,1,2
15,4802,1,1,2
16,4802,1,1,2
17,4802,1,1,2
18,4802,1,1,2
19,4802,1,1,2
20,4802,1,1,1
1,4805,1,1,2
2,4805,1,1,2
3,4805,1,1,1
4,4805,1,1,2
5,4805,1,1,2
6,4805,1,1,1
7,4805,2,2,1
8,4805,2,2,2
9,4805,1,1,2
10,4805,1,1,1
11,4805,1,1,2
12,4805,1,1,2
13,4805,1,1,2
14,4805,1,1,1
15,4805,1,1,2
16,4805,1,1,1
17,4805,1,1,1
18,4805,1,1,2
19,4805,1,1,1
20,4805,1,1,2
1,4809,1,1,1
2,4809,1,1,2
3,4809,1,1,2
4,4809,1,1,1
5,4809,1,1,2
6,4809,1,1,2
7,4809,1,1,2
9,4809,1,1,2
10,4809,1,1,2
11,4809,1,1,2
12,4809,1,1,1
13,4809,1,1,2
14,4809,1,1,1
15,4809,1,1,2
16,4809,1,1,2
17,4809,1,1,2
18,4809,1,1,2
19,4809,1,1,2
20,4809,1,1,1
24,4809,1,1,2
1,4812,1,1,1
2,4812,1,1,1
3,4812,1,1,2
4,4812,1,1,2
5,4812,1,1,2
6,4812,1,1,2
7,4812,1,1,2
8,4812,1,1,1
9,4812,1,1,2
10,4812,1,1,2
11,4812,1,1,2
12,4812,1,1,1
13,4812,1,1,2
14,4812,1,1,1
15,4812,1,1,2
16,4812,1,1,1
17,4812,1,1,1
18,4812,1,1,1
19,4812,1,1,2
20,4812,1,1,2
1,4815,1,1,2
2,4815,1,1,2
3,4815,1,1,1
4,4815,1,1,2
5,4815,1,1,1
6,4815,1,1,2
7,4815,1,1,1
8,4815,1,1,1
9,4815,1,1,2
10,4815,1,1,2
11,4815,1,1,1
12,4815,1,1,2
13,4815,1,1,1
14,4815,1,1,1
15,4815,1,1,2
16,4815,1,1,1
17,4815,1,1,1
18,4815,1,1,2
19,4815,1,1,2
20,4815,1,1,1
1,4819,1,1,2
2,4819,1,1,2
3,4819,1,1,2
4,4819,1,1,2
5,4819,1,1,1
6,4819,1,1,2
7,4819,1,1,2
8,4819,1,1,2
9,4819,1,1,2
10,4819,1,1,2
11,4819,1,1,2
12,4819,1,1,1
13,4819,1,1,2
14,4819,1,1,1
15,4819,1,1,2
16,4819,1,1,2
17,4819,1,1,2
18,4819,1,1,1
19,4819,1,1,2
20,4819,1,1,2
1,4822,1,1,1
2,4822,1,1,2
3,4822,1,1,2
4,4822,1,1,2
5,4822,1,1,1
6,4822,1,1,2
7,4822,1,1,1
8,4822,1,1,2
9,4822,1,1,2
10,4822,1,1,2
11,4822,2,2,2
12,4822,1,1,2
13,4822,1,1,2
14,4822,1,1,2
15,4822,1,1,2
16,4822,1,1,2
17,4822,1,1,2
18,4822,1,1,2
19,4822,2,2,2
20,4822,1,2,2
1,4825,1,1,2
4,4825,1,1,2
5,4825,1,1,1
6,4825,1,1,2
7,4825,1,1,2
8,4825,1,2,1
9,4825,1,1,2
10,4825,1,1,2
11,4825,1,1,1
12,4825,1,1,2
13,4825,1,1,1
14,4825,1,1,1
15,4825,1,1,1
16,4825,1,1,2
17,4825,1,1,2
18,4825,1,1,2
19,4825,1,1,2
20,4825,1,1,1
21,4825,1,1,2
23,4825,1,1,2
1,4829,1,2,2
2,4829,1,2,1
3,4829,1,2,2
4,4829,1,2,2
5,4829,1,2,2
6,4829,1,2,2
7,4829,1,2,1
8,4829,1,1,1
9,4829,1,2,2
10,4829,1,2,1
11,4829,1,2,1
12,4829,1,2,2
13,4829,1,2,2
14,4829,1,1,2
15,4829,1,2,2
16,4829,1,1,2
17,4829,1,2,1
18,4829,1,2,1
19,4829,1,2,1
20,4829,1,1,2
1,4832,1,1,2
2,4832,1,1,2
3,4832,1,1,1
4,4832,1,1,2
5,4832,1,1,1
6,4832,1,1,2
7,4832,1,1,2
8,4832,1,1,2
9,4832,2,2,1
10,4832,1,1,2
11,4832,1,1,2
12,4832,1,1,2
13,4832,1,1,2
14,4832,1,2,2
15,4832,2,2,2
16,4832,1,1,1
17,4832,2,2,2
18,4832,1,2,2
19,4832,1,1,2
20,4832,1,1,2
1,4835,1,1,2
2,4835,2,1,2
3,4835,1,2,2
4,4835,2,2,2
5,4835,1,1,2
6,4835,2,1,2
7,4835,1,2,2
8,4835,1,1,2
9,4835,1,2,2
10,4835,2,1,1
11,4835,1,1,2
12,4835,1,1,2
13,4835,1,1,2
14,4835,1,1,2
15,4835,1,1,2
16,4835,1,1,1
17,4835,1,1,2
18,4835,1,1,2
19,4835,2,1,2
20,4835,1,1,1
1,4839,1,2,2
2,4839,1,1,1
3,4839,1,1,2
4,4839,1,1,2
5,4839,1,2,2
6,4839,1,1,2
7,4839,1,1,2
8,4839,1,2,2
9,4839,1,1,2
10,4839,1,1,1
11,4839,1,1,1
12,4839,1,1,2
13,4839,1,1,2
14,4839,1,1,1
15,4839,1,1,1
16,4839,1,1,2
17,4839,1,1,2
18,4839,1,1,2
19,4839,1,1,1
20,4839,1,1,1
1,4842,1,1,2
2,4842,1,1,2
3,4842,1,1,1
4,4842,1,1,2
5,4842,1,1,2
6,4842,1,1,2
7,4842,1,1,2
8,4842,1,1,2
9,4842,2,2,2
10,4842,1,1,1
11,4842,1,1,1
12,4842,1,1,2
13,4842,2,1,1
14,4842,1,1,2
15,4842,2,2,2
16,4842,1,1,2
17,4842,1,1,2
18,4842,2,2,2
19,4842,1,1,2
20,4842,1,1,1
1,4845,1,1,1
2,4845,1,1,2
3,4845,1,1,2
4,4845,1,1,2
6,4845,1,1,2
7,4845,1,1,1
