nh,clust,Processed_food_code,Sell_any_processed_food
12,4842,9,2
12,4842,11,1
13,4842,1,2
14,4842,1,2
14,4842,2,2
14,4842,8,2
16,4842,1,2
16,4842,8,2
17,4842,1,2
17,4842,2,2
17,4842,8,2
17,4842,9,1
19,4842,1,2
19,4842,2,2
19,4842,8,2
20,4842,1,2
20,4842,2,2
20,4842,8,2
1,4845,1,2
1,4845,2,2
1,4845,5,2
2,4845,1,2
2,4845,5,2
6,4845,1,2
6,4845,5,2
6,4845,8,2
7,4845,5,2
7,4845,7,2
7,4845,8,2
10,4845,1,2
10,4845,5,2
10,4845,6,2
10,4845,7,2
10,4845,8,2
11,4845,1,2
11,4845,5,2
11,4845,7,2
11,4845,8,2
12,4845,7,2
13,4845,1,2
13,4845,5,2
13,4845,7,2
13,4845,8,2
14,4845,1,2
14,4845,5,2
14,4845,7,2
15,4845,7,2
16,4845,1,2
16,4845,5,2
16,4845,7,2
17,4845,7,2
18,4845,1,2
18,4845,5,2
19,4845,7,2
20,4845,1,2
20,4845,5,2
20,4845,6,2
20,4845,7,2
20,4845,8,2
23,4845,1,2
23,4845,7,2
25,4845,1,2
25,4845,5,2
1,4849,5,2
1,4849,8,2
1,4849,9,2
2,4849,9,2
3,4849,2,2
3,4849,5,2
4,4849,1,2
4,4849,2,2
4,4849,3,2
4,4849,5,2
6,4849,1,2
6,4849,5,2
7,4849,5,2
8,4849,11,2
9,4849,1,2
9,4849,2,2
9,4849,5,2
9,4849,8,2
10,4849,8,2
10,4849,9,2
11,4849,2,2
11,4849,3,2
11,4849,5,2
11,4849,7,2
11,4849,9,2
12,4849,1,2
12,4849,2,2
12,4849,3,2
12,4849,5,2
12,4849,9,2
14,4849,1,2
14,4849,2,2
14,4849,3,2
14,4849,5,2
14,4849,9,2
15,4849,5,2
16,4849,5,2
18,4849,1,2
18,4849,2,2
18,4849,3,2
18,4849,5,2
19,4849,1,2
19,4849,2,2
19,4849,3,2
19,4849,5,2
19,4849,9,2
20,4849,1,2
20,4849,2,2
20,4849,3,2
20,4849,5,2
20,4849,9,2
1,4852,2,2
1,4852,6,2
1,4852,9,2
2,4852,1,2
2,4852,6,2
2,4852,9,2
3,4852,1,2
3,4852,6,2
4,4852,1,2
4,4852,2,2
4,4852,6,2
4,4852,9,2
5,4852,1,2
5,4852,2,2
5,4852,5,2
5,4852,6,2
5,4852,9,2
6,4852,1,2
6,4852,2,2
6,4852,9,2
7,4852,1,2
7,4852,2,2
7,4852,2,2
7,4852,5,2
7,4852,9,2
8,4852,1,2
8,4852,2,2
8,4852,2,2
8,4852,5,2
8,4852,9,2
9,4852,1,2
9,4852,2,2
9,4852,5,2
9,4852,6,2
9,4852,9,2
10,4852,1,2
10,4852,2,2
10,4852,5,2
10,4852,6,2
10,4852,9,2
11,4852,1,2
11,4852,2,2
11,4852,2,2
11,4852,5,2
11,4852,9,2
12,4852,1,2
12,4852,2,2
12,4852,5,2
12,4852,6,2
12,4852,9,2
13,4852,1,2
13,4852,5,2
13,4852,6,2
13,4852,9,2
14,4852,1,2
14,4852,2,2
14,4852,5,2
14,4852,6,2
14,4852,9,2
15,4852,1,2
15,4852,2,2
15,4852,5,2
15,4852,6,2
15,4852,9,2
16,4852,1,2
16,4852,2,2
16,4852,5,2
16,4852,6,2
16,4852,9,2
17,4852,1,2
17,4852,2,2
17,4852,5,2
17,4852,6,2
17,4852,9,2
18,4852,1,2
18,4852,2,2
18,4852,5,2
18,4852,6,2
18,4852,9,1
19,4852,1,2
19,4852,2,2
19,4852,5,2
19,4852,6,2
19,4852,9,2
20,4852,1,2
20,4852,2,2
20,4852,5,2
20,4852,6,2
20,4852,9,2
1,4855,1,2
1,4855,2,2
1,4855,6,1
1,4855,11,2
1,4855,11,2
2,4855,1,2
2,4855,4,1
2,4855,6,2
2,4855,11,2
2,4855,11,2
3,4855,1,2
3,4855,5,2
3,4855,6,2
3,4855,11,2
3,4855,11,1
4,4855,1,2
4,4855,2,2
4,4855,4,1
4,4855,6,2
4,4855,11,2
5,4855,1,2
5,4855,4,1
5,4855,6,2
5,4855,11,2
5,4855,11,2
6,4855,1,2
6,4855,2,2
6,4855,4,1
6,4855,5,2
6,4855,6,2
7,4855,1,2
7,4855,2,2
7,4855,6,1
7,4855,11,2
7,4855,11,2
8,4855,1,2
8,4855,2,2
8,4855,3,2
8,4855,6,2
8,4855,11,2
9,4855,1,2
9,4855,2,2
9,4855,3,2
9,4855,6,1
9,4855,11,2
10,4855,2,2
10,4855,2,2
10,4855,6,2
10,4855,11,2
10,4855,11,2
11,4855,1,2
11,4855,2,2
11,4855,3,2
11,4855,6,2
11,4855,11,2
12,4855,1,2
12,4855,2,2
12,4855,3,2
12,4855,6,2
12,4855,11,2
13,4855,1,2
13,4855,2,2
13,4855,3,2
13,4855,6,2
13,4855,11,2
14,4855,1,2
14,4855,3,2
14,4855,4,1
14,4855,6,2
14,4855,11,2
15,4855,1,2
15,4855,3,2
15,4855,4,1
15,4855,6,2
15,4855,11,2
16,4855,1,2
16,4855,2,2
16,4855,3,2
16,4855,6,2
16,4855,11,2
17,4855,1,2
17,4855,2,2
17,4855,3,2
17,4855,6,2
17,4855,11,2
18,4855,1,2
18,4855,2,2
18,4855,6,2
18,4855,11,2
18,4855,11,2
19,4855,1,2
19,4855,2,2
19,4855,3,2
19,4855,6,2
19,4855,11,2
20,4855,1,2
20,4855,3,2
20,4855,4,1
20,4855,6,2
20,4855,11,2
1,4859,1,2
1,4859,2,2
1,4859,3,2
1,4859,9,1
2,4859,1,2
2,4859,2,2
2,4859,3,2
2,4859,9,2
3,4859,1,2
3,4859,2,2
3,4859,3,2
3,4859,9,2
4,4859,1,2
4,4859,2,2
4,4859,3,2
4,4859,11,2
5,4859,1,2
5,4859,2,2
5,4859,4,2
5,4859,11,2
6,4859,1,2
6,4859,2,2
6,4859,9,2
7,4859,1,2
7,4859,2,2
7,4859,3,2
7,4859,9,2
8,4859,1,2
8,4859,2,2
8,4859,3,2
8,4859,9,1
8,4859,11,2
9,4859,1,2
9,4859,2,2
10,4859,1,2
10,4859,2,2
10,4859,3,2
11,4859,1,2
11,4859,2,2
11,4859,9,2
12,4859,1,2
12,4859,2,2
12,4859,9,2
13,4859,1,2
13,4859,2,2
13,4859,3,2
13,4859,9,2
14,4859,1,2
14,4859,2,2
14,4859,11,2
15,4859,1,2
15,4859,2,2
15,4859,9,2
15,4859,11,2
16,4859,1,2
16,4859,2,2
17,4859,1,2
17,4859,2,2
17,4859,4,2
17,4859,9,2
18,4859,1,2
18,4859,2,2
18,4859,4,2
18,4859,9,2
19,4859,1,2
19,4859,2,2
19,4859,4,2
19,4859,9,2
20,4859,1,2
20,4859,2,2
20,4859,9,2
1,4862,1,2
1,4862,2,2
1,4862,6,2
2,4862,1,2
2,4862,2,2
3,4862,1,2
3,4862,2,2
4,4862,1,2
4,4862,2,2
4,4862,6,2
5,4862,1,2
5,4862,2,2
5,4862,3,2
7,4862,1,2
7,4862,2,2
7,4862,3,2
8,4862,1,2
8,4862,2,2
9,4862,1,2
10,4862,1,2
10,4862,2,2
10,4862,3,2
11,4862,1,2
12,4862,1,2
12,4862,2,2
12,4862,6,2
13,4862,1,2
13,4862,2,2
13,4862,6,2
14,4862,1,2
14,4862,2,2
15,4862,1,2
15,4862,3,2
16,4862,1,2
16,4862,2,2
17,4862,1,2
17,4862,6,2
18,4862,1,2
18,4862,2,2
19,4862,1,2
19,4862,2,2
20,4862,1,2
20,4862,2,2
1,4865,1,2
1,4865,2,2
1,4865,3,2
2,4865,1,2
2,4865,2,2
2,4865,3,2
2,4865,6,2
3,4865,1,2
3,4865,2,2
3,4865,3,2
4,4865,1,2
4,4865,2,2
4,4865,3,2
4,4865,6,2
4,4865,9,2
5,4865,1,2
5,4865,2,2
5,4865,3,2
5,4865,6,2
6,4865,1,2
6,4865,2,2
6,4865,3,2
6,4865,6,2
7,4865,1,2
7,4865,2,2
7,4865,3,2
8,4865,1,2
8,4865,2,2
8,4865,3,2
9,4865,1,2
9,4865,1,2
9,4865,3,2
9,4865,6,2
10,4865,1,2
10,4865,2,2
10,4865,3,2
11,4865,1,2
11,4865,2,2
11,4865,3,2
11,4865,6,2
12,4865,1,2
12,4865,2,2
12,4865,3,2
13,4865,1,2
13,4865,2,2
13,4865,3,2
13,4865,6,2
14,4865,1,2
14,4865,1,2
14,4865,2,2
14,4865,3,2
14,4865,6,2
15,4865,1,2
15,4865,1,2
15,4865,2,2
15,4865,3,2
15,4865,6,2
16,4865,1,2
16,4865,2,2
16,4865,3,2
17,4865,1,2
17,4865,2,2
17,4865,3,2
17,4865,6,2
18,4865,1,2
18,4865,2,2
18,4865,6,2
19,4865,1,2
19,4865,2,2
19,4865,3,2
19,4865,6,2
20,4865,1,2
20,4865,2,2
20,4865,3,2
20,4865,6,2
1,4869,1,2
1,4869,2,2
1,4869,6,2
1,4869,11,2
2,4869,1,2
2,4869,2,2
2,4869,6,2
3,4869,1,2
3,4869,2,2
3,4869,6,2
3,4869,11,2
3,4869,11,2
4,4869,1,2
4,4869,2,2
4,4869,6,2
4,4869,11,2
5,4869,1,2
5,4869,2,2
5,4869,6,2
5,4869,11,2
6,4869,1,2
6,4869,2,2
6,4869,6,2
6,4869,11,2
7,4869,1,2
7,4869,2,2
7,4869,6,2
7,4869,11,2
8,4869,1,2
8,4869,2,2
8,4869,6,2
8,4869,11,2
9,4869,1,2
9,4869,2,2
9,4869,6,2
9,4869,11,2
10,4869,1,2
10,4869,2,2
10,4869,6,2
10,4869,11,2
11,4869,1,2
11,4869,2,2
11,4869,6,2
11,4869,11,2
12,4869,1,2
12,4869,2,2
12,4869,6,2
12,4869,11,2
13,4869,1,2
13,4869,2,2
13,4869,6,2
13,4869,11,2
14,4869,1,2
14,4869,2,2
14,4869,6,2
14,4869,11,2
15,4869,1,2
15,4869,2,2
15,4869,6,2
16,4869,1,2
16,4869,2,2
16,4869,6,2
16,4869,11,2
17,4869,1,2
17,4869,2,2
17,4869,6,2
17,4869,11,2
18,4869,1,2
18,4869,2,2
18,4869,6,2
18,4869,11,2
19,4869,1,2
19,4869,2,2
19,4869,6,2
19,4869,11,2
20,4869,1,2
20,4869,2,2
20,4869,6,2
20,4869,11,2
20,4869,11,2
1,4872,2,2
1,4872,2,2
1,4872,4,2
1,4872,6,2
1,4872,9,2
2,4872,1,2
2,4872,2,2
2,4872,2,2
2,4872,6,2
2,4872,9,2
3,4872,1,2
3,4872,2,2
3,4872,2,2
3,4872,4,1
3,4872,6,2
4,4872,1,1
4,4872,2,2
4,4872,2,2
4,4872,6,1
4,4872,9,2
5,4872,2,2
5,4872,2,2
5,4872,6,2
5,4872,9,2
6,4872,1,2
6,4872,2,2
6,4872,2,2
6,4872,6,2
6,4872,9,2
7,4872,2,2
7,4872,2,2
7,4872,2,2
7,4872,4,1
7,4872,6,2
8,4872,1,2
8,4872,2,2
8,4872,2,2
8,4872,6,2
8,4872,9,2
9,4872,2,2
9,4872,2,2
9,4872,4,1
9,4872,4,1
10,4872,2,2
10,4872,2,2
10,4872,4,2
10,4872,4,2
10,4872,6,2
11,4872,1,2
11,4872,2,2
11,4872,2,2
11,4872,4,1
11,4872,6,2
12,4872,2,2
12,4872,2,2
12,4872,4,1
12,4872,6,2
12,4872,9,2
13,4872,2,2
13,4872,2,2
13,4872,6,2
13,4872,9,2
14,4872,2,2
14,4872,2,2
14,4872,6,2
14,4872,9,2
15,4872,2,2
15,4872,2,2
15,4872,9,2
16,4872,1,2
16,4872,2,2
16,4872,2,2
16,4872,6,2
16,4872,9,2
17,4872,2,2
17,4872,2,2
17,4872,6,2
17,4872,9,2
18,4872,2,2
18,4872,2,1
18,4872,2,2
18,4872,6,2
18,4872,9,2
19,4872,2,2
19,4872,2,2
19,4872,6,2
19,4872,9,2
20,4872,2,2
20,4872,2,2
20,4872,6,2
1,4875,1,2
1,4875,3,2
1,4875,4,1
1,4875,6,2
1,4875,9,2
2,4875,1,2
2,4875,2,2
2,4875,4,1
2,4875,8,2
2,4875,9,2
3,4875,1,2
3,4875,2,2
3,4875,3,2
3,4875,6,2
3,4875,9,2
4,4875,1,2
4,4875,2,2
4,4875,3,2
4,4875,6,2
4,4875,9,2
5,4875,2,2
5,4875,3,2
5,4875,5,2
5,4875,6,2
5,4875,9,2
6,4875,1,2
6,4875,2,2
6,4875,3,2
6,4875,6,2
6,4875,9,2
7,4875,1,2
7,4875,2,2
7,4875,4,2
7,4875,6,2
7,4875,9,2
8,4875,1,2
8,4875,2,2
8,4875,6,2
8,4875,8,2
8,4875,9,2
9,4875,1,2
9,4875,2,2
9,4875,4,2
9,4875,5,2
9,4875,9,2
10,4875,1,2
10,4875,2,2
10,4875,6,2
10,4875,8,2
10,4875,9,2
11,4875,1,2
11,4875,2,2
11,4875,5,2
11,4875,8,2
11,4875,9,2
12,4875,1,2
12,4875,2,2
12,4875,4,1
12,4875,5,2
12,4875,9,2
13,4875,1,2
13,4875,2,2
13,4875,4,1
13,4875,6,2
13,4875,9,2
14,4875,1,2
14,4875,2,2
14,4875,3,2
14,4875,6,2
14,4875,9,2
15,4875,1,2
15,4875,2,2
15,4875,9,2
16,4875,1,2
16,4875,2,2
16,4875,3,2
16,4875,4,1
16,4875,9,2
17,4875,1,2
17,4875,2,2
17,4875,3,2
17,4875,4,2
17,4875,9,2
18,4875,1,2
18,4875,2,2
18,4875,4,1
18,4875,6,2
18,4875,9,2
19,4875,1,2
19,4875,2,2
19,4875,3,2
19,4875,6,2
19,4875,9,1
20,4875,1,2
20,4875,2,2
20,4875,4,2
20,4875,6,2
20,4875,9,2
1,4879,1,2
1,4879,2,2
1,4879,3,2
1,4879,4,2
1,4879,9,2
2,4879,1,2
2,4879,2,2
2,4879,3,2
3,4879,1,2
3,4879,2,2
3,4879,3,2
3,4879,4,1
4,4879,1,2
4,4879,2,1
4,4879,3,2
4,4879,4,2
5,4879,1,2
5,4879,2,2
5,4879,3,2
5,4879,4,2
6,4879,1,2
6,4879,2,2
6,4879,3,2
6,4879,4,2
7,4879,1,2
7,4879,2,2
7,4879,3,2
8,4879,1,2
8,4879,2,2
8,4879,3,2
8,4879,4,2
9,4879,2,2
10,4879,1,2
10,4879,2,2
10,4879,3,2
10,4879,4,2
11,4879,2,2
11,4879,3,2
12,4879,1,2
12,4879,2,2
12,4879,3,2
13,4879,1,2
13,4879,2,1
13,4879,3,2
14,4879,1,2
14,4879,2,2
14,4879,3,1
14,4879,9,2
15,4879,1,2
15,4879,2,2
15,4879,3,2
16,4879,1,2
16,4879,2,2
16,4879,3,2
16,4879,4,2
17,4879,1,2
17,4879,2,2
17,4879,3,2
18,4879,1,2
18,4879,2,2
18,4879,3,2
19,4879,1,2
19,4879,2,2
19,4879,3,2
20,4879,1,2
20,4879,2,2
20,4879,3,2
20,4879,4,2
1,4882,1,2
1,4882,2,2
2,4882,1,2
2,4882,2,2
2,4882,3,2
2,4882,6,2
3,4882,1,2
3,4882,2,2
3,4882,3,2
3,4882,4,2
3,4882,6,2
4,4882,1,2
4,4882,2,2
4,4882,3,2
4,4882,6,2
5,4882,1,2
5,4882,2,2
5,4882,4,1
5,4882,6,2
6,4882,1,2
6,4882,2,2
6,4882,3,2
6,4882,6,2
7,4882,1,2
7,4882,2,2
7,4882,3,2
7,4882,6,2
8,4882,1,2
8,4882,2,2
9,4882,1,2
9,4882,2,2
9,4882,3,2
9,4882,6,2
9,4882,9,2
10,4882,1,2
10,4882,2,2
11,4882,1,2
11,4882,2,2
11,4882,3,2
11,4882,6,2
13,4882,1,2
13,4882,2,2
13,4882,3,2
13,4882,6,2
14,4882,1,2
14,4882,2,2
14,4882,3,2
14,4882,6,2
14,4882,9,2
15,4882,1,2
15,4882,2,2
15,4882,3,2
15,4882,6,2
15,4882,9,2
16,4882,1,2
16,4882,2,2
16,4882,3,2
16,4882,6,2
16,4882,9,2
17,4882,1,2
17,4882,2,2
17,4882,3,2
17,4882,4,2
17,4882,6,2
18,4882,1,2
18,4882,2,2
18,4882,3,2
18,4882,4,2
18,4882,6,2
19,4882,1,2
19,4882,2,2
19,4882,4,1
19,4882,6,2
20,4882,1,2
20,4882,2,2
20,4882,6,2
21,4882,1,2
21,4882,2,2
21,4882,3,2
21,4882,4,2
21,4882,6,2
1,4885,2,2
1,4885,3,2
1,4885,4,2
2,4885,1,2
2,4885,2,2
2,4885,4,2
2,4885,9,2
3,4885,1,2
3,4885,2,2
3,4885,4,2
3,4885,9,2
4,4885,1,2
4,4885,2,2
4,4885,4,2
4,4885,9,2
5,4885,1,2
5,4885,2,2
5,4885,3,2
5,4885,9,2
6,4885,1,2
6,4885,2,2
6,4885,4,2
7,4885,1,2
7,4885,2,2
7,4885,3,2
7,4885,9,1
8,4885,2,2
8,4885,3,2
8,4885,4,2
8,4885,9,2
9,4885,2,2
9,4885,3,2
9,4885,4,2
10,4885,1,2
10,4885,2,2
10,4885,3,2
11,4885,2,2
11,4885,3,2
11,4885,4,2
11,4885,9,2
12,4885,1,2
13,4885,2,2
13,4885,3,2
13,4885,4,1
13,4885,9,2
14,4885,2,2
14,4885,3,2
14,4885,4,2
15,4885,2,2
15,4885,3,2
15,4885,9,2
16,4885,2,2
16,4885,3,2
16,4885,4,2
16,4885,9,2
17,4885,1,2
17,4885,2,2
17,4885,3,2
17,4885,4,2
18,4885,1,2
18,4885,2,2
18,4885,3,2
18,4885,4,2
19,4885,1,2
19,4885,2,2
19,4885,4,2
20,4885,1,2
20,4885,2,2
20,4885,4,2
20,4885,9,2
1,4889,1,2
1,4889,2,2
1,4889,2,2
1,4889,6,2
2,4889,1,2
2,4889,2,2
2,4889,2,2
2,4889,6,2
3,4889,1,2
3,4889,2,2
3,4889,2,2
3,4889,6,2
4,4889,1,2
4,4889,2,2
4,4889,2,2
4,4889,3,2
4,4889,6,2
5,4889,1,2
5,4889,2,2
5,4889,2,2
5,4889,6,2
6,4889,1,2
6,4889,2,2
6,4889,2,2
6,4889,6,2
7,4889,1,2
7,4889,2,2
7,4889,2,2
7,4889,6,2
8,4889,1,2
8,4889,2,2
8,4889,2,2
8,4889,6,2
9,4889,1,2
9,4889,2,2
9,4889,2,2
9,4889,3,2
9,4889,6,2
10,4889,1,2
10,4889,2,2
10,4889,2,2
10,4889,3,2
10,4889,6,2
11,4889,1,2
11,4889,2,2
11,4889,2,2
11,4889,3,2
11,4889,6,2
12,4889,1,2
12,4889,2,2
12,4889,2,2
12,4889,3,2
12,4889,6,2
13,4889,1,2
13,4889,2,2
13,4889,2,2
13,4889,6,2
14,4889,1,2
14,4889,2,2
14,4889,2,2
14,4889,3,2
14,4889,6,2
15,4889,1,2
15,4889,2,2
15,4889,3,2
15,4889,4,2
15,4889,6,2
16,4889,1,2
16,4889,2,2
16,4889,2,2
16,4889,3,2
16,4889,6,2
17,4889,1,2
17,4889,2,2
17,4889,2,2
17,4889,3,2
17,4889,6,2
18,4889,1,2
18,4889,2,2
18,4889,2,2
18,4889,3,2
18,4889,6,2
19,4889,1,2
19,4889,2,2
19,4889,2,2
19,4889,3,2
19,4889,6,2
20,4889,1,2
20,4889,2,2
20,4889,2,2
20,4889,6,2
1,4892,2,2
1,4892,2,2
1,4892,3,2
1,4892,6,2
1,4892,11,2
2,4892,2,2
2,4892,2,2
2,4892,3,2
2,4892,6,2
2,4892,11,2
3,4892,2,2
3,4892,2,2
3,4892,3,2
3,4892,6,2
3,4892,11,2
4,4892,2,2
4,4892,2,2
4,4892,3,2
4,4892,6,2
5,4892,2,2
5,4892,2,2
5,4892,3,2
5,4892,6,2
5,4892,9,1
6,4892,2,2
6,4892,2,2
6,4892,3,2
6,4892,6,2
6,4892,11,2
7,4892,2,2
7,4892,2,2
7,4892,3,2
7,4892,6,2
8,4892,2,2
8,4892,2,2
8,4892,3,2
8,4892,6,2
9,4892,2,2
9,4892,2,2
9,4892,3,2
9,4892,6,2
9,4892,11,2
10,4892,2,2
10,4892,2,2
10,4892,3,2
10,4892,6,2
10,4892,11,2
11,4892,2,2
11,4892,2,2
11,4892,3,2
11,4892,6,2
12,4892,2,2
12,4892,2,2
12,4892,3,2
12,4892,6,2
12,4892,11,1
13,4892,2,2
13,4892,2,2
13,4892,3,2
13,4892,6,2
13,4892,11,2
14,4892,2,2
14,4892,2,2
14,4892,3,2
14,4892,6,2
14,4892,11,2
15,4892,2,2
15,4892,2,2
15,4892,3,2
15,4892,6,2
15,4892,11,2
16,4892,2,2
16,4892,2,2
16,4892,3,2
16,4892,6,2
17,4892,2,2
17,4892,2,2
17,4892,3,2
17,4892,6,2
17,4892,11,1
18,4892,2,2
18,4892,2,2
18,4892,3,2
18,4892,6,2
18,4892,11,2
19,4892,2,2
19,4892,2,2
19,4892,3,2
19,4892,6,2
19,4892,11,2
20,4892,2,2
20,4892,2,2
20,4892,3,2
20,4892,6,2
1,4895,1,2
1,4895,2,2
1,4895,3,2
1,4895,6,2
2,4895,1,2
2,4895,2,2
2,4895,3,2
3,4895,1,2
3,4895,2,2
3,4895,4,1
3,4895,6,2
4,4895,1,2
4,4895,2,2
4,4895,3,2
4,4895,6,2
5,4895,1,2
5,4895,2,2
6,4895,1,2
6,4895,2,2
6,4895,4,2
6,4895,9,2
7,4895,1,2
7,4895,2,2
7,4895,4,2
7,4895,9,2
8,4895,1,2
8,4895,2,2
8,4895,3,2
8,4895,4,2
8,4895,9,2
9,4895,2,2
9,4895,4,2
9,4895,9,2
10,4895,1,2
10,4895,2,2
10,4895,4,2
10,4895,9,2
11,4895,1,2
11,4895,2,2
11,4895,3,2
11,4895,4,2
12,4895,1,2
12,4895,2,2
12,4895,4,2
12,4895,9,2
13,4895,1,2
13,4895,2,2
13,4895,3,2
13,4895,4,2
13,4895,9,2
14,4895,1,2
14,4895,2,2
14,4895,4,2
14,4895,9,2
15,4895,2,2
16,4895,1,2
16,4895,2,2
16,4895,3,2
16,4895,9,2
17,4895,1,2
17,4895,2,2
17,4895,3,2
17,4895,4,1
17,4895,9,2
18,4895,1,2
18,4895,2,2
18,4895,3,2
18,4895,4,2
18,4895,9,2
19,4895,1,2
19,4895,2,2
19,4895,4,2
19,4895,9,2
20,4895,1,2
20,4895,2,2
20,4895,3,2
20,4895,4,2
20,4895,9,2
1,4899,2,2
1,4899,2,2
1,4899,3,2
1,4899,6,2
1,4899,11,2
2,4899,2,2
2,4899,2,2
2,4899,3,2
2,4899,6,2
2,4899,11,2
3,4899,2,2
3,4899,2,2
3,4899,3,2
3,4899,6,2
3,4899,11,2
4,4899,1,1
4,4899,2,2
4,4899,2,2
4,4899,6,2
4,4899,11,2
5,4899,2,2
5,4899,2,2
5,4899,3,2
5,4899,6,2
5,4899,11,2
6,4899,2,2
6,4899,2,2
6,4899,3,2
6,4899,6,2
6,4899,11,2
7,4899,2,2
7,4899,2,2
7,4899,3,2
7,4899,6,2
7,4899,11,2
8,4899,2,2
8,4899,2,2
8,4899,3,2
8,4899,6,2
8,4899,11,2
9,4899,2,2
9,4899,2,2
9,4899,3,2
9,4899,6,2
9,4899,11,2
10,4899,2,2
10,4899,2,2
10,4899,3,2
10,4899,6,2
10,4899,11,2
11,4899,2,2
11,4899,2,2
11,4899,3,2
11,4899,6,2
11,4899,11,2
12,4899,2,2
12,4899,2,2
12,4899,3,2
12,4899,6,2
12,4899,11,2
13,4899,2,2
13,4899,2,2
13,4899,3,2
13,4899,6,2
13,4899,11,2
14,4899,2,2
14,4899,3,2
14,4899,6,2
14,4899,11,2
15,4899,2,2
15,4899,2,2
15,4899,2,2
15,4899,3,2
15,4899,11,2
16,4899,2,2
16,4899,2,2
16,4899,3,2
16,4899,6,2
16,4899,11,2
17,4899,2,2
17,4899,2,2
17,4899,3,2
17,4899,6,2
17,4899,11,2
18,4899,2,2
18,4899,2,2
18,4899,3,2
18,4899,6,2
18,4899,11,1
19,4899,2,2
19,4899,2,2
19,4899,3,2
19,4899,6,2
19,4899,11,2
20,4899,2,2
20,4899,2,2
20,4899,3,2
20,4899,6,2
20,4899,11,2
1,4902,1,2
1,4902,2,2
1,4902,2,2
1,4902,3,2
1,4902,6,2
2,4902,1,2
2,4902,2,2
2,4902,2,2
2,4902,6,2
3,4902,1,2
3,4902,2,2
3,4902,2,2
3,4902,3,2
3,4902,6,2
4,4902,1,2
4,4902,2,2
4,4902,2,2
4,4902,3,2
4,4902,6,2
5,4902,1,2
5,4902,2,2
5,4902,2,2
5,4902,3,2
5,4902,6,2
6,4902,1,2
6,4902,2,2
6,4902,2,2
6,4902,2,2
7,4902,1,2
7,4902,2,2
7,4902,2,2
7,4902,3,2
7,4902,6,2
8,4902,1,2
8,4902,2,2
8,4902,2,2
8,4902,2,2
8,4902,6,2
9,4902,1,2
9,4902,2,2
9,4902,2,2
9,4902,3,2
9,4902,6,2
10,4902,1,2
10,4902,2,2
10,4902,2,2
10,4902,3,2
10,4902,6,2
11,4902,1,2
11,4902,2,2
11,4902,2,2
11,4902,3,2
11,4902,6,2
12,4902,1,2
12,4902,2,2
12,4902,2,2
12,4902,3,2
12,4902,6,2
13,4902,1,2
13,4902,2,2
13,4902,2,2
13,4902,3,2
13,4902,6,2
14,4902,1,2
14,4902,2,2
14,4902,2,2
14,4902,6,2
15,4902,1,2
15,4902,2,2
15,4902,2,2
16,4902,1,2
16,4902,2,2
16,4902,2,2
16,4902,3,2
16,4902,6,2
17,4902,1,2
17,4902,2,2
17,4902,2,2
17,4902,3,2
17,4902,6,2
18,4902,1,2
18,4902,2,2
18,4902,2,2
18,4902,3,2
18,4902,6,2
19,4902,1,2
19,4902,2,2
19,4902,2,2
19,4902,3,2
19,4902,6,2
20,4902,1,2
20,4902,2,2
20,4902,2,2
20,4902,3,2
20,4902,6,2
1,4905,2,2
1,4905,4,2
2,4905,2,2
2,4905,3,2
2,4905,4,2
3,4905,1,2
3,4905,2,2
3,4905,3,2
3,4905,9,2
4,4905,2,2
4,4905,3,2
4,4905,4,2
5,4905,1,2
5,4905,2,2
5,4905,6,2
6,4905,1,2
6,4905,2,2
6,4905,3,2
6,4905,4,2
6,4905,6,2
7,4905,2,2
7,4905,3,2
7,4905,4,2
8,4905,2,2
8,4905,3,2
8,4905,4,2
9,4905,1,2
9,4905,2,2
9,4905,3,2
10,4905,1,2
10,4905,2,2
10,4905,3,2
10,4905,4,2
11,4905,2,2
11,4905,3,2
11,4905,4,2
12,4905,2,2
12,4905,3,2
13,4905,1,2
13,4905,2,2
13,4905,3,2
13,4905,6,2
14,4905,2,2
14,4905,2,2
14,4905,2,1
14,4905,2,2
15,4905,2,2
15,4905,3,2
16,4905,2,2
16,4905,2,2
16,4905,3,2
17,4905,2,2
17,4905,3,2
17,4905,4,2
18,4905,1,2
18,4905,2,2
18,4905,3,2
19,4905,1,2
19,4905,2,2
19,4905,4,2
20,4905,1,2
20,4905,2,2
20,4905,3,2
1,4909,2,2
1,4909,2,2
1,4909,3,2
1,4909,6,2
1,4909,11,2
2,4909,2,2
2,4909,2,2
2,4909,3,2
2,4909,6,2
2,4909,11,2
3,4909,2,2
3,4909,2,2
3,4909,3,2
3,4909,6,2
3,4909,11,2
4,4909,2,2
4,4909,2,2
4,4909,3,2
4,4909,6,2
4,4909,11,2
5,4909,2,2
5,4909,2,2
5,4909,3,2
5,4909,6,2
5,4909,11,2
6,4909,2,2
6,4909,2,2
6,4909,3,2
6,4909,6,2
6,4909,11,2
7,4909,2,2
7,4909,2,2
7,4909,3,2
7,4909,6,2
7,4909,11,2
8,4909,2,2
8,4909,2,2
8,4909,3,2
8,4909,6,2
8,4909,11,2
9,4909,2,2
9,4909,2,2
9,4909,3,2
9,4909,6,2
9,4909,11,2
10,4909,2,2
10,4909,2,2
10,4909,3,2
10,4909,6,2
10,4909,11,2
11,4909,2,2
11,4909,2,2
11,4909,3,2
